en,cn,count,r18
ooarai school uniform,大洗校服,7397,0
bare pectorals,裸露的胸肌,7388,0
public indecency,公共猥亵,7384,0
blue vest,蓝色背心,7383,0
lineart,线稿,7378,0
green skin,绿色皮肤,7377,0
colorized,后期上色,7371,0
sunbeam,阳光,7371,0
photo (object),照片（对象）,7344,0
naked towel,裸毛巾,7335,1
red ascot,红色阿斯科特,7328,0
out-of-frame censoring,帧外审查,7317,0
rem (re:zero),rem (re: 零),7314,0
watercolor (medium),水彩（中）,7314,0
wriggle nightbug,蠕动夜虫,7314,0
yellow skirt,黄色裙子,7314,0
field,田野场景,7313,0
symmetrical docking,对称对接,7313,0
bamboo,竹子,7308,0
nishizumi miho,西泉美穗,7308,0
tail raised,尾巴抬起,7308,0
futa with female,扶她和女孩,7303,1
glowing eye,发光的眼睛,7290,0
squiggle,表示思维混乱的符号,7278,0
sound effects,音效,7263,0
star earrings,星星耳环,7256,0
bandaged leg,包扎腿,7255,0
multiple persona,多重人格,7252,0
limited palette,限量调色,7250,0
limited colors,限量调色,7250,0
by Oleg Oprisco,乌克兰摄影家奥列格,7250,0
by Yuumei,Yuumei公司,7250,0
maple leaf,枫叶,7242,0
maple background,枫叶背景,7242,0
imminent kiss,即将接吻,7239,0
mononobe no futo,mononobe no futo,7234,0
hirasawa yui,平泽结衣,7229,0
gameplay mechanics,游戏机制,7227,0
mmf threesome,两男一女3P,7227,1
daiyousei,大妖精,7226,0
architecture,建筑物,7223,0
leg grab,抓腿,7216,0
yellow jacket,黄色夹克,7215,0
blue neckerchief,蓝色围巾,7214,0
holding microphone,手持麦克风,7213,0
tsukihime,月姬,7211,0
ryuujou (kancolle),ryuujou (kancolle),7204,0
tokyo afterschool summoners,东京课后召唤师,7200,0
polka dot bow,圆点蝴蝶结,7199,0
bedroom,卧室,7171,0
gawr gura,高尔古拉,7151,0
breast sucking,吸奶舔奶,7140,1
holding polearm,手持长柄武器,7139,0
thumbs up,竖起大拇指,7136,0
houshou marine,侯寿海洋,7133,0
clothes around waist,腰间衣服,7121,0
by Helmut Newton,赫尔穆特·牛顿,7120,0
kyubey,丘比,7119,0
arm cannon,臂炮,7110,0
red leotard,红色紧身衣,7094,0
halftone,渐变网点背景,7093,0
naked apron,裸围裙,7072,1
shiki eiki,四季英气,7061,0
senki zesshou symphogear,战记绝杀 symphogear,7043,0
onozuka komachi,小野冢小町,7029,0
singing,唱歌,7025,0
checkered floor,格子地板,7022,0
peeing,尿尿,7020,1
sleeveless turtleneck,无袖高领毛衣,7020,0
pee,尿,7013,1
by Henry Ossawa Tanner,亨利·奥萨瓦·坦纳,7010,0
explosion,爆炸,7008,0
on couch,在沙发上,7006,0
bound arms,绑定武器,7002,0
shackles,镣铐,6986,0
hair over breasts,胸部上的头发,6984,1
double penetration,前后插入,6971,0
shoulder tattoo,肩部纹身,6970,0
green nails,绿指甲,6965,0
imminent penetration,即将插入,6965,0
undercut,半身像,6960,0
pencil,铅笔,6958,0
huge ass,巨臀,6953,1
bra lift,文胸提升机,6951,0
suzuya (kancolle),铃屋 (kancolle),6950,0
slingshot swimsuit,弹弓泳衣,6938,0
fate/kaleid liner prisma illya,命运/万花筒班轮 prisma illya,6932,0
ruins,废墟,6922,0
building ruins,建筑废墟,6922,0
animification,动画化,6920,0
by Asher Brown Durand,阿什·布朗·杜兰德,6920,0
summer,夏天,6919,0
under covers,在封面下,6919,0
falling,正在下坠的,6918,0
idol,明星艺人偶像,6918,0
bang dream!,好梦！,6916,0
by teamLab,teamLab团队实验室,6910,0
grey pants,灰色裤子,6905,0
plaid vest,格子背心,6899,0
purple legwear,紫色裤袜,6899,0
raiden shogun,雷电将军,6899,0
iron cross,铁十字,6894,0
erune,兽耳,6893,0
cross necklace,十字架项链,6892,0
strap,固定带,6889,0
tracen school uniform,tracen 校服,6883,0
raccoon tail,浣熊尾巴,6878,0
tile floor,瓷砖地板,6869,0
bad tumblr id,坏 tumblr id,6866,0
scathach (fate),scathach (命运),6863,0
cowbell,牛铃铛,6860,0
by August Macke,奥古斯特·麦克,6850,0
dark persona,黑暗角色,6845,0
tank,坦克,6842,0
^o^,眯眼笑表情,6834,0
head fins,头鳍,6833,0
striped dress,条纹连衣裙,6831,0
by Armand Guillaumin,阿尔芒·吉约曼,6830,0
skirt pull,拉裙子,6818,0
vines,藤曼,6813,0
brown pants,棕色裤子,6811,0
mega man (series),洛克人（系列）,6808,0
mushroom,蘑菇,6808,0
house,房子,6802,0
by Terry Redlin,特里·雷德林,6800,0
print shirt,印花衬衫,6795,0
artist self-insert,艺术家自我插入,6788,0
by Antoine Blanchard,安托万-布兰查德,6780,0
vampire (game),吸血鬼（游戏）,6772,0
misaka mikoto,御坂美琴 6771,6771,0
namesake,同名,6770,0
ranguage,日式英语,6758,0
genderswap (ftm),性别交换 (ftm),6754,0
avatar (ff14),头像 (ff14),6751,0
leggings,紧身裤装,6735,0
super smash bros.,超级粉碎兄弟,6734,0
sleeve cuffs,袖口,6733,0
spiked bracelet,尖刺手链,6732,0
eyewear removed,取下眼镜,6728,0
white cape,白色斗篷,6722,0
patreon reward,patreon 奖励,6713,0
by Anna Ancher,恩科,6710,0
body fur,体毛,6709,0
long sideburns,长鬓角,6709,0
purple footwear,紫色鞋,6707,0
blue hairband,蓝色发带,6705,0
spoken exclamation mark,口语感叹号,6700,0
black cat,黑猫,6699,0
yukkuri shiteitte ne,yukkuri shiteite ne,6696,0
face-to-face,（近距离的）脸对脸,6693,0
annoyed,羞恼的,6687,0
pubic tattoo,阴部纹身,6683,1
by Ohara Koson,Ohara Koson公司,6680,0
beige background,米色背景,6678,0
fox mask,狐狸面具,6678,0
takamachi nanoha,高町奈叶,6678,0
stitches,手术缝合线纹理,6675,0
holding hair,握头发,6671,0
vaginal object insertion,阴道道具插入,6669,1
television,电视,6657,0
huge weapon,巨大的武器,6655,0
usami renko,宇佐美恋子,6652,0
hachimaki,发带,6651,0
sakazuki,sakazuki,6640,0
toramaru shou,toramaru shou,6640,0
bikini armor,比基尼盔甲,6638,0
3koma,三格格漫画,6637,0
shoulder pads,肩垫,6637,0
black scarf,黑色围巾,6633,0
trigger discipline,触发纪律,6630,0
by Walter Langley,沃尔特·兰利,6630,0
sad,悲伤的,6622,0
single eye,单眼,6618,0
black hoodie,黑色连帽衫,6613,0
babydoll,洋娃娃,6606,0
bathroom,浴室场景,6602,0
doughnut,甜甜圈,6602,0
arm under breasts,胸部下的手臂,6599,1
asymmetrical docking,不对称对接,6599,0
illyasviel von einzbern,伊利亚斯维尔·冯·艾因茨贝恩,6570,0
sandwiched,被左右包夹的,6570,0
head scarf,头巾,6566,0
by Yayoi Kusama,草间弥生,6560,0
inactive account,非活动帐户,6554,0
tilted headwear,倾斜头饰,6540,0
french kiss,法国之吻,6538,0
pants pull,拉扯裤子,6533,0
saki,崎,6531,0
by Stan Lee,斯坦·李,6530,0
yorha no. 2 type b,约哈没有。 2 型 b,6519,0
0 0,0 0,6513,0
fundoshi,兜裆布,6505,0
cutoffs,热裤,6499,0
hand on own knee,手放在自己的膝盖上,6498,0
houshou (kancolle),houshou (kancolle),6493,0
headphones around neck,挂在脖子上的耳机,6492,0
by Chuck Close,卡盘关闭,6490,0
by Albert Edelfelt,阿尔伯特·埃德费尔特,6480,0
pokemon bw2,口袋妖怪 bw2,6461,0
camouflage,迷彩,6458,0
narrow waist,窄腰,6452,0
duel monster,决斗怪物,6450,0
monster hunter (series),怪物猎人（系列）,6449,0
imaizumi kagerou,今泉影郎,6443,0
sweater dress,毛衣连衣裙,6441,0
invisible chair,隐形椅,6440,0
second-party source,第三方来源,6440,0
hand on own thigh,手放在自己的大腿上,6435,0
tifa lockhart,蒂法洛克哈特,6428,0
black neckerchief,黑色围巾,6427,0
jeanne d'arc (fate),jeanne d'arc (命运),6426,0
persona 5,角色 5,6423,0
bikini pull,拉比基尼,6415,0
old,老的,6413,0
joseph joestar,约瑟夫·乔斯塔,6409,0
ayanami rei,绫波丽,6399,0
bread,面包,6399,0
tiptoes,踮起脚尖,6399,0
platform footwear,厚底鞋,6383,0
necktie between breasts,胸部之间的领带,6372,1
tiger & bunny,老虎和兔子,6371,0
cunnilingus,舔阴部,6367,1
armpit licking,舌交舔阴,6367,0
white capelet,白色披肩,6365,0
starry background,星空背景,6362,0
starry eyes,星空眼睛,6362,0
maribel hearn,玛丽贝尔赫恩,6357,0
shorts under skirt,裙下短裤,6357,0
white rose,白玫瑰,6354,0
scar on cheek,脸颊上的伤疤,6351,0
checkered background,方格的背景,6346,0
ore no imouto ga konna ni kawaii wake ga nai,ore no imouto ga konna ni kawaii wake ga nai,6343,0
orange skirt,橙色裙子,6341,0
earphones,耳机,6340,0
splashing,飞溅的水,6339,0
splash ink,墨水飞溅,6339,0
fluttered detailed color splashs,飘飞的彩色水滴,6339,0
colorful splashing ink,飘飞的彩色颜料,6339,0
fluttered detailed splashs,飘飞的水滴,6339,0
go-toubun no hanayome,go-toubun 花嫁6335,6335,0
futon,日式床垫,6331,0
ringed eyes,眼圈,6326,0
inkling,墨灵,6325,0
striped necktie,条纹领带,6322,0
kamen rider,假面骑士,6319,0
holding animal,抱着动物,6309,0
id card,身份证,6309,0
dragon ball z,龙珠 z,6307,0
m legs,米腿,6307,0
casual one-piece swimsuit,休闲连体泳衣,6296,0
star hat ornament,星星帽饰,6291,0
dripping,滴水,6290,0
wardrobe malfunction,衣柜故障,6287,0
crescent moon,新月,6284,0
anchor hair ornament,锚发饰,6283,0
tainaka ritsu,田中立,6283,0
bobby socks,鲍比袜子,6277,0
partially unbuttoned,部分解开,6275,0
big hair,大头发,6274,0
sliding doors,推拉门,6269,0
tinted eyewear,有色眼镜,6268,0
arm garter,手臂吊袜带,6264,0
white eyes,白色的眼睛,6262,0
voice actor connection,配音演员连接,6255,0
yuudachi kai ni (kancolle),yuudachi kai ni (kancolle),6254,0
leaf on head,头上的叶子,6250,0
x-ray,X 射线,6249,0
smoking pipe,烟斗,6243,0
white choker,白色项链,6243,0
cow girl,牛女孩,6242,0
;o,;o,6241,0
wide shot,广角镜头,6237,0
medium shot,中景镜头,6237,0
matoi ryuuko,间井流子,6229,0
holding another's wrist,握着别人的手腕,6222,0
grey footwear,灰色鞋类,6215,0
danganronpa: trigger happy havoc,danganronpa：触发快乐浩劫,6214,0
brick wall,砖墙,6211,0
untied bikini,解开比基尼,6208,0
covered eyes,蒙住眼睛,6206,0
body writing,身体涂鸦,6201,0
split,分裂,6195,0
shigure kai ni (kancolle),时雨佳妮 (kancolle),6193,0
broom riding,骑扫帚,6172,0
by Mark Seliger,马克·塞利格,6170,0
handcuffs,手铐,6165,0
soaking feet,泡脚,6164,0
no pupils,没有学生,6158,0
by Eugene Delacroix,德拉克洛瓦,6150,0
frilled panties,褶边内裤,6147,1
fur-trimmed sleeves,毛边袖子,6146,0
holding gift,拿着礼物,6145,0
aqua nails,水色指甲,6141,0
winter,冬天,6140,0
breast rest,胸部休息,6139,1
constricted pupils,收缩的学生,6138,0
grey skin,灰色皮肤,6130,0
bonnet,童帽,6126,0
on ground,在地面上,6124,0
foreskin,包皮,6123,1
blue neckwear,蓝色领带,6120,0
two tails,两条尾巴,6120,0
navel piercing,脐钉,6118,0
yin yang,阴阳,6118,0
frilled bow,褶边蝴蝶结,6117,0
two-tone dress,两色连衣裙,6116,0
by John Lavery,莱弗里,6110,0
object on head,头上的物体,6109,0
leaf hair ornament,叶发饰,6107,0
foot out of frame,脚出框架,6105,0
purple kimono,紫色和服,6102,0
by Theo van Rysselberghe,提奥·范·赖塞尔伯格,6090,0
arm ribbon,臂带,6089,0
pink rose,粉红玫瑰,6084,0
pink theme,粉色主题,6084,0
tiger tail,虎尾,6084,0
animal focus,动物焦点,6081,0
shoes removed,脱鞋,6081,0
by Marc Chagall,马克·夏加尔,6080,0
holding fruit,拿着水果,6074,0
facial tattoo,面部纹身,6073,1
persona 3,角色 3,6071,0
cookie,曲奇饼,6066,0
serval (kemono friends),薮猫 (kemono 朋友),6060,0
bad source,坏源,6058,0
handheld game console,掌上游戏机,6054,0
nishikino maki,锦野真希,6052,0
spiked collar,尖领,6050,0
murakumo (kancolle),村云 (kancolle),6048,0
1990s (style),1990 年代（风格）,6034,0
orange shirt,橙色衬衫,6032,0
disembodied limb,脱离肢体,6030,0
by Rolf Armstrong,罗尔夫·阿姆斯特朗,6030,0
cross-section,横截面,6023,0
by Brent Heighton,布伦特·海顿,6020,0
sonoda umi,园田海,6016,0
watermelon,西瓜,6009,0
jeanne d'arc alter (avenger) (fate),jeanne d'arc alter (avenger) (fate),6006,0
producer (idolmaster),制作人（偶像大师）,6003,0
arm guards,护臂,5996,0
rolling eyes,翻白眼,5992,0
single shoe,单鞋,5992,0
by A.J.Casson,A、 J.卡斯森,5980,0
bridge,桥,5973,0
by Egon Schiele,埃贡·席勒,5970,0
purple theme,紫色主题,5968,0
ffm threesome,两女一男3P,5965,1
fireworks,烟花,5964,0
sailor senshi uniform,水手战士制服,5958,0
standing sex,站立式性爱,5956,1
rimless eyewear,无框眼镜,5949,0
northern ocean princess,北洋公主,5948,0
lumine (genshin impact),lumine（原神）,5941,0
rice,米饭,5940,0
by Maximilien Luce,马克西米连·卢斯,5940,0
heart brooch,心形胸针,5936,0
sheet grab,床单抓斗,5929,0
engrish text,英文文本,5928,0
partially colored,部分彩色,5927,0
bakemonogatari,烤物语,5921,0
folded,折叠,5918,0
forehead jewel,额头宝石,5913,0
badge,徽章,5912,0
chalkboard,黑板,5910,0
by Georges Seurat,乔治·修拉,5910,0
green panties,绿色内裤,5905,1
amatsukaze (kancolle),松风（kancolle）,5900,0
high school dxd,高中 dxd,5900,0
ushio (kancolle),ushio (kancolle),5895,0
himekaidou hatate,himekaidou hatate,5892,0
syringe,注射器,5883,0
blue scarf,蓝色围巾,5880,0
shibuya rin,涩谷凛,5877,0
sitting on lap,坐在膝盖上,5870,0
gyaru,辣妹,5867,0
white fur,白色毛皮,5848,0
afterimage,残影,5847,0
content rating,内容评级,5846,0
yellow necktie,黄色领带,5840,0
by George Frederic Watts,乔治·弗雷德里克·沃茨,5840,0
by Arthur Hughes,亚瑟·休斯,5840,0
inazuma eleven go,闪电十一人去,5834,0
sake,日本清酒,5824,0
anniversary,周年纪念日,5823,0
print bikini,印花比基尼,5823,0
purple skin,紫色皮肤,5823,0
toned male,健美男,5822,0
toujou nozomi,东城希 5814,5814,0
implied sex,暗示性,5813,1
!!,！！,5805,0
stool,凳子,5805,0
by Anton Mauve,安东·莫夫,5800,0
by Lucian Freud,卢西安·弗洛伊德,5800,0
asymmetrical gloves,不对称手套,5798,0
monitor,监视器,5796,0
computer monitor,电脑屏幕,5796,0
multiple others,其他多个,5790,0
ripples,涟漪,5786,0
atago (kancolle),爱宕 (kancolle),5785,0
east asian architecture,东亚建筑,5785,0
short over long sleeves,短袖长袖,5769,0
submachine gun,冲锋枪,5767,0
rainbow,彩虹,5764,0
okita souji (fate),冲田总司（命运）5763,5763,0
beer,啤酒,5761,0
shoe soles,鞋底,5758,0
brothers,兄弟,5753,0
karakasa obake,karakasa obake,5751,0
bleach,漂白剂,5750,0
d:,d:,5748,0
armpit crease,腋下折痕,5745,0
water bottle,水瓶,5742,0
egg,蛋,5741,0
skirt removed,裙子去掉了,5740,0
by Jessie Willcox Smith,杰西·威尔科克斯·史密斯,5740,0
fat,胖的,5736,0
red theme,红色主题,5734,0
scroll,卷轴场景,5733,0
lion ears,狮子耳朵,5732,0
by Leonardo Da Vinci,达芬奇,5730,0
yukikaze (kancolle),雪风 (kancolle),5729,0
heart earrings,心形耳环,5724,0
hammer,锤子,5720,0
official style,官风,5717,0
jaggy lines,锯齿线,5714,0
chibi inset,Q版小人插图,5713,0
yuru yuri,尤鲁尤里,5711,0
dappled sunlight,斑驳的阳光,5709,0
light leaks,阳光露出,5709,0
giantess,女巨人/巨大的女性,5708,0
green vest,绿色背心,5708,0
hooded cloak,连帽斗篷,5701,0
kaku seiga,角星河,5700,0
red skin,红皮肤,5700,0
:/,:/,5697,0
bishounen,美少年,5696,0
fucked silly,搞砸了 5696,5696,1
lowleg panties,低腿内裤,5696,1
symbol in eye,眼睛里的符号,5696,0
shoukaku (kancolle),shoukaku (kancolle),5695,0
pointing at viewer,指向观众,5688,0
by Edward John Poynter,爱德华·约翰·波因特,5680,0
torn shirt,撕裂的衬衫,5679,0
interspecies,混血,5678,0
by Brooke Shaden,布鲁克·沙登,5670,0
oversized clothes,超大号衣服,5669,0
neck ring,颈环,5663,0
sniper rifle,狙击步枪,5662,0
tying hair,扎头发,5661,0
feeding,喂食,5660,0
yazawa nico,矢泽妮可,5657,0
murasa minamitsu,村佐南,5654,0
pixiv fantasia,pixiv 幻想曲,5651,0
hard translated,硬翻译,5647,0
mini top hat,迷你礼帽,5638,0
fringe trim,边缘装饰,5631,0
skin-covered horns,被皮肤覆盖的角,5628,0
frilled bra,褶边文胸,5621,0
bunny hair ornament,兔子头饰,5616,0
chess piece,棋子,5615,0
sepia,深褐色,5615,0
planet,行星,5610,0
c89,C89,5610,1
r18,R18,5610,1
by J.M.W. Turner,J、 M.W.特纳,5610,0
brown sweater,棕色毛衣,5602,0
print panties,印花内裤,5601,1
by Wassily Kandinsky,瓦西里·康定斯基,5600,0
red pants,红色裤子,5599,0
error,错误,5591,0
pink thighhighs,粉色长筒袜,5587,0
multicolored background,多彩多姿的背景,5584,0
downblouse,羽绒服,5576,0
kafuu chino,卡夫奇诺,5571,0
ayase eli,绫濑礼,5566,0
princess zelda,塞尔达公主,5556,0
to heart 2,心 2,5553,0
bathtub,浴缸,5549,0
blue choker,蓝色项圈,5544,0
cherry,樱桃,5540,0
motorcycle,摩托车,5538,0
0.125,0.125,5537,0
licking penis,舔阴茎,5534,1
white bodysuit,白色紧身连衣裤,5534,0
erection under clothes,在衣服下勃起,5532,1
body blush,身体腮红,5531,0
torogao,发痴脸,5525,0
front ponytail,前马尾辫,5522,0
off-shoulder sweater,露肩毛衣,5517,0
christmas tree,圣诞树,5514,0
grey legwear,灰色裤袜,5514,0
chaldea uniform,迦勒底制服,5508,0
red horns,红牛角,5506,0
by Wes Anderson,韦斯·安德森,5500,0
undershirt,背心,5494,0
tamamo no mae (fate/extra),玉藻前（命运/额外）,5491,0
by Jean-Honoré Fragonard,让·奥诺雷·弗拉戈纳尔,5490,0
third-party source,第三方来源,5488,0
bikini bottom only,仅比基尼下装,5485,0
fur-trimmed coat,毛边大衣,5480,0
brown coat,棕色外套,5478,0
by Amanda Clark,阿曼达-克拉克,5470,0
cushion,垫子,5468,0
otonokizaka school uniform,音木坂校服,5466,0
playing instrument,演奏乐器,5464,0
senran kagura,闪乱神乐,5464,0
grey shorts,灰色短裤,5463,0
police,警察,5462,0
chainsaw man,电锯人,5460,0
goat horns,山羊角,5456,0
yellow bowtie,黄色领结,5456,0
fur-trimmed gloves,毛边手套,5452,0
jiangshi,僵尸,5447,0
power lines,电源线,5443,0
hu tao (genshin impact),胡桃（原神）,5442,0
pinky out,小指出,5436,0
\\m/,\\m/,5431,0
cardcaptor sakura,魔卡少女樱 5431,5431,0
nagae iku,永江iku,5429,0
faulds,板甲护腿,5426,0
perspective,透视画法,5426,0
ribs,肋骨,5422,0
belt pouch,腰包,5420,0
by Tom Roberts,汤姆·罗伯茨,5420,0
joseph joestar (young),约瑟夫·乔斯塔（年轻）,5418,0
yamato (kancolle),大和 (kancolle),5403,0
inkling girl,暗示 女孩,5399,0
miqo'te,兽人,5398,0
white tank top,白色背心,5398,0
zhongli (genshin impact),钟离（原神）,5393,0
panties removed,去除内裤,5392,1
girl sandwich,女孩三明治,5391,0
holding stuffed toy,拿着毛绒玩具,5391,0
ears through headwear,耳朵穿过头饰,5390,0
zzz,zzz,5371,0
spy x family,间谍 x 家庭,5368,0
blue legwear,蓝色裤袜,5363,0
lamppost,路灯,5362,0
coin,硬币,5359,0
sleepy,犯困,5354,0
uwabaki,室内鞋,5354,0
by Antonello da Messina,安东尼奥·达·梅西纳,5350,0
holding plate,托板,5349,0
micro shorts,微短裤,5340,0
bride,新娘,5337,0
game controller,游戏控制器,5333,0
scissors,剪刀,5330,0
long coat,长外套,5326,0
platinum blonde hair,铂金色头发,5326,0
seductive smile,诱人的微笑,5323,0
akebono (kancolle),曙光 (kancolle),5322,0
chest hair,胸毛,5322,0
horse,马,5312,0
reclining,斜倚/斜躺,5309,0
pun,俏皮的,5306,0
taut shirt,紧身衬衫,5301,0
punching,拳击,5297,0
reverse cowgirl position,反向女牛仔位置,5291,0
race queen,赛车女郎,5286,0
birthday,生日,5285,0
pink legwear,粉色裤袜,5284,0
shell,壳,5283,0
by Makoto Shinkai,Makoto Shinkai,5280,0
by Hayao Miyazaki,宫崎骏,5280,0
dirty,肮脏的,5279,0
kitakami (kancolle),北上 (kancolle),5277,0
by Slim Aarons,Slim Aarons公司,5270,0
by Alfred Stevens,阿弗雷德·史蒂文斯,5270,0
bear ears,熊耳朵,5269,0
clothed male nude female,穿衣男和裸体女,5269,1
latex,紧身皮衣,5266,0
cyborg,赛博格,5265,0
broken,破碎的,5264,0
by Albert Lynch,阿尔伯特·林奇,5260,0
heads together,齐头并进,5256,0
kujo jotaro,九条承太郎,5256,0
sheep horns,羊角,5256,0
kariginu,狩衣,5254,0
shouting,喊叫,5254,0
hata no kokoro,羽之心,5249,0
green theme,绿色主题,5246,0
the legend of zelda: breath of the wild,塞尔达传说：荒野之息,5245,0
shirt pull,拉衬衫,5244,0
tail wagging,尾巴摇摆,5242,0
bead bracelet,珠子手链,5237,0
plaid shirt,格子衬衫,5233,0
by Andre Kohn,安德烈科恩,5230,0
beamed eighth notes,八分音符,5228,0
track suit,运动服,5224,0
straight-on,直走,5221,0
dawn (pokemon),黎明（口袋妖怪）,5217,0
gilgamesh (fate),吉尔伽美什（命运）,5206,0
multi-strapped bikini,多绑带比基尼,5204,0
pillow hug,抱枕,5202,0
animalization,动物化,5199,0
huge ahoge,大呆毛,5196,0
take your pick,任你选,5192,0
male swimwear,男泳装,5191,0
white belt,白带,5191,0
manjuu (azur lane),馒头（碧蓝航线）,5190,0
pervert,变态,5187,1
warship girls r,军舰少女 r,5184,0
nervous,紧张的,5181,0
pokemon xy,宠物小精灵 xy,5174,0
by Daniel Garber,丹尼尔·加伯,5170,0
saucer,茶碟,5166,0
on chair,在椅子上,5162,0
light frown,轻皱眉,5161,0
bead necklace,珠子项链,5160,0
bruise,淤青,5159,0
sound,带声音的视频,5158,0
aikatsu! (series),爱胜！ （系列）,5157,0
white bowtie,白色领结,5157,0
pointy hair,尖头头发,5156,0
marvel,惊奇,5153,0
loose socks,宽松的袜子,5150,0
by Jacek Yerka,吉斯凯·尤科,5150,0
cum string,射 string,5148,1
nijisanji en,nijisanji en,5147,0
kaito (vocaloid),kaito (vocaloid),5142,0
ibaraki kasen,茨城化成,5140,0
brown shorts,棕色短裤,5139,0
leaning to the side,靠在一边,5136,0
blue sweater,蓝色毛衣,5134,0
holding bouquet,拿着花束,5134,0
green necktie,绿色领带,5133,0
coffee,咖啡,5132,0
looping animation,循环动画,5132,0
playing card,扑克牌,5131,0
shapes a card,塑造一张牌,5131,0
trait connection,特征连接,5131,0
fishnet thighhighs,渔网长筒袜,5130,0
jester cap,小丑帽,5128,0
black capelet,黑色斗篷,5127,0
mahou shoujo lyrical nanoha a's,mahou shoujo 抒情 nanoha a's,5127,0
by Beatrix Potter,比阿特丽克斯·波特,5120,0
rensouhou-chan,连装炮酱,5118,0
hair slicked back,头发向后梳,5117,0
blank eyes,空白的眼睛,5115,0
summer uniform,夏季制服,5114,0
black neckwear,黑色领带,5111,0
by Rene Magritte,马格里特,5110,0
fat mons,馒头B,5106,0
by Georgia O'Keeffe,乔治亚·奥基夫,5100,0
oversized object,超大物体,5091,0
unfinished,未完成,5089,0
frilled hairband,褶边发带,5085,0
usada pekora,usada pekora,5085,0
matou sakura,间头樱花,5081,0
holding instrument,握持仪器,5079,0
ball gag,球塞,5076,0
blue cape,蓝色斗篷,5076,0
harness,背带系带,5075,0
torso grab,躯干抓取,5074,0
xd,xd,5072,0
bad deviantart id,坏deviantart id,5069,0
skeleton,骨骼,5062,0
nekomata,猫又,5059,0
striped bowtie,条纹领结,5058,0
old man,老人,5054,0
planted,种植,5047,0
kumoi ichirin,云井一林,5040,0
by Isaac Levitan,列维坦,5040,0
hair pulled back,头发向后拉,5035,0
splatoon 1,喷射 1,5035,0
cooking,烹饪,5032,0
shirakami fubuki,白神吹雪,5029,0
horn ribbon,喇叭丝带,5027,0
beach umbrella,沙滩伞,5024,0
red capelet,红色斗篷,5024,0
merry christmas,圣诞快乐,5022,0
white hoodie,白色连帽衫,5022,0
lap pillow,膝枕,5019,0
kurodani yamame,黑谷山梅,5013,0
suggestive fluid,提示液,5008,0
doll joints,玩偶关节,5006,0
spoken musical note,口语音符,5006,0
bubble skirt,泡泡裙,5005,0
lillie (pokemon),莉莉（宠物小精灵）,5004,0
tentacle sex,触手性,5003,1
by Frank Lloyd Wright,弗兰克·劳埃德·赖特,5000,0
megumin,惠惠,4995,0
grey sweater,灰色毛衣,4991,0
last origin,最后一个来源,4990,0
The Last Supper,《最后的晚餐》,4990,0
assertive female,积极主动的女性,4989,0
poolside,泳池边,4988,0
kasodani kyouko,笠谷杏子,4987,0
mouse,老鼠/鼠标,4987,0
nightgown,睡衣,4987,0
shuten douji (fate),酒吞童子（命运）,4976,0
by Gustave Moreau,居斯塔夫·莫罗,4970,0
macross frontier,宏观前沿,4968,0
by Ford Madox Brown,福特·马多克斯·布朗,4960,0
by Ai Weiwei,艾未未,4960,0
by Tim Burton,蒂姆·波顿,4960,0
bra pull,拉文胸,4959,0
burger,汉堡,4959,0
pregnant,怀孕,4959,0
tokiwadai school uniform,常盘台校服 4953,4953,0
kotatsu,被炉,4951,0
novel illustration,小说插画,4951,0
by Alfred Cheney Johnston,阿尔弗雷德·切尼·约翰斯顿,4950,0
by Duy Huynh,Duy Huynh公司,4950,0
jujutsu kaisen,柔术海战 4949,4949,0
to love-ru,to love-ru,4949,0
animal hat,动物帽,4944,0
green kimono,绿色和服,4942,0
red coat,红色外套,4942,0
brown cardigan,棕色开衫,4941,0
grey gloves,灰色手套,4941,0
no eyes,没有眼睛,4938,0
prinz eugen (kancolle),欧根亲王 (kancolle),4937,0
aqua background,水色背景,4934,0
waist cape,腰披肩,4928,0
fur,毛皮,4927,0
over-kneehighs,过膝袜,4924,0
bandaid on leg,腿上的绷带,4923,0
soga no tojiko,soga no tojiko,4920,0
whip,鞭打,4918,1
yawning,打哈欠,4908,0
fish tail,鱼尾,4905,0
multicolored dress,五彩连衣裙,4905,0
twisted torso,扭曲的躯干,4904,0
expressions,表情差分图,4902,0
green shorts,绿色短裤,4902,0
hoshii miki,星井美木 4896,4896,0
purple bra,紫色文胸,4896,0
miyako yoshika,吉香宫子,4894,0
skull hair ornament,骷髅头饰,4892,0
atelier (series),工作室（系列）,4890,0
green footwear,绿色鞋类,4890,0
by Michael Parkes,迈克尔·帕克斯,4890,0
holding bow (weapon),持弓（武器）,4885,0
bestiality,兽交,4884,1
pectoral cleavage,乳沟,4882,1
posterior cleavage,臀沟,4882,1
loincloth,兜裆布,4878,0
speed lines,速度线,4871,0
wine,葡萄酒/红酒,4871,0
kotobuki tsumugi,kotobuki tsumugi,4870,0
purple bowtie,紫色领结,4869,0
clipboard,写字夹板,4866,0
damaged,损坏的,4866,0
cum on ass,射 上 屁股,4863,1
mechanical halo,机械光环,4863,0
cow tail,牛尾,4861,0
paper fan,纸扇,4861,0
pink bowtie,粉色领结,4851,0
queen's blade,女王之刃,4851,0
polka dot panties,波点内裤,4850,1
female admiral (kancolle),女海军上将 (kancolle),4849,0
stand (jojo),站 (jojo),4846,0
plaid scarf,格子围巾,4844,0
