en,cn,count,r18
solomon (fate),所罗门（命运）,119,0
spray,浪花,119,0
sturmgeschutz iii,突击三号,119,0
suda ayaka,须田绫香,119,0
sugar bowl,糖碗,119,0
surumeri (baneiro),苏鲁梅里（巴内罗）,119,0
taka (taka wo kukuru),塔卡 (taka wo kukuru),119,0
taka-kun,高君,119,0
takahara ayumi,高原步美,119,0
takamori haruka,高森遥,119,0
takanaga kouhei,高永光平,119,0
tanuki yousuke,狸猫洋介,119,0
tear ring saga,泪环传奇,119,0
ten (tenchan man),十（tenchan man）,119,0
tenseiani,泰亚尼,119,0
too many chicks,小鸡太多,119,0
toriseru (thesuperhero),toriseru（超级英雄）,119,0
tsuki ni yorisou otome no sahou,月二赖庄乙女之夜,119,0
tsukimoto kizuki,月本木月,119,0
umesato middle school uniform,梅里中学制服,119,0
videocassette,录像带,119,0
wakamatsu hirotaka,若松广隆,119,0
watchmen,守望者,119,0
webclap,一个网站访问者无需评论即可表明喜欢内容的系统,119,0
wing censor,机翼检查器,119,0
wuwusan,五五三,119,0
yamaneko (tkdrumsco),山猫 (tkdrumsco),119,0
yappa muri,亚帕穆里,119,0
yari,日本直刃长矛,119,0
yk (pixiv43531291),yk (pixiv43531291),119,0
you can eat the girl,你可以吃掉那个女孩,119,0
yurizaki mira,百合崎米拉,119,0
yuyi,玉易,119,0
zawawa (satoukibi1108),泽 (satoukibi1108),119,0
zero kara hajimeru mahou no sho,零 kara hajimeru 魔法书 119,119,0
zigzagoon,之字形,119,0
abra,阿布拉,118,0
admiral graf spee (peaceful daily life) (azur lane),Admiral graf spee (和平的日常生活) (azur Lane),118,0
ahagon umiko,ahagon 美子,118,0
akirannu,akirannu,118,0
alia's carnival!,艾莉亚的狂欢节！,118,0
anetai toyone,安泰玩具,118,0
anna williams,安娜威廉姆斯,118,0
arata iri,阿拉塔 iri,118,0
archlich,大巫妖,118,0
azuma hazuki,azuma hazuki,118,0
bao (vtuber),宝 (vtuber),118,0
borderlands 2,无主之地 2,118,0
bread eating race,吃面包比赛,118,0
buchikaki,武奇卡基,118,0
carl clover,卡尔三叶草,118,0
caroline (persona 5),卡罗琳（角色 5）,118,0
cd player,CD播放器,118,0
char's counterattack - beltorchika's children,夏亚的逆袭——贝尔托奇卡的孩子们,118,0
checkered ribbon,方格丝带,118,0
chi-hatan (emblem),chi-hatan (标志),118,0
chiachun0621,嘉春0621,118,0
chicke iii,小鸡三世,118,0
chitetan,甲壳素,118,0
chiyomaru (yumichiyo0606),千代丸 (yumichiyo0606),118,0
comic tenma,漫画天马,118,0
cresselia,克雷西利亚,118,0
darkest dungeon,最黑暗的地牢,118,0
dogpile,人堆在一起,118,0
drake (azur lane),德雷克（碧蓝航线）,118,0
emaciated,异常瘦弱（饥饿，营养不良或疾病）,118,0
ezaki papiko,江崎帕皮科,118,0
feipin zhanshi,飞品展位,118,0
fraux,香水,118,0
fuurin asumi,fuurin asumi,118,0
gasp,喘气,118,0
gastrodon,天麻,118,0
giroro,转机,118,0
gyuunyuu nomio,gyuunyuu nomio,118,0
harunori oogami,大神春典,118,0
hecha (01964237),合叉 (01964237),118,0
hekoningyou (waraningyou),hekoningyou (waraningyou),118,0
hilt,刀柄,118,0
himekawa (shashaki),姬川 (shashaki),118,0
holding stomach,抱着肚子,118,0
holstein friesian cattle (kemono friends),荷斯坦弗里西亚牛（kemono 朋友）,118,0
honoka chiffon,穗花雪纺,118,0
houdukixx,胡杜基克斯,118,0
ibaraki kasen (cosplay),茨城化装 (cosplay),118,0
ichiban ushiro no daimaou,ichiban ushiro no daimaou,118,0
ichimura kanata,市村金向,118,0
ittoki otoya,一时音屋,118,0
izanami (persona),伊邪那美（角色）,118,0
jnt,jnt,118,0
kaimuari,凯穆阿里,118,0
kakifly,柿子蝇,118,0
kamiki izumo,出云神木,118,0
kanokoga,卡诺古加,118,0
karakari,卡拉卡里,118,0
karen (sister princess),凯伦（公主姐妹）,118,0
katoryu gotoku,卡托鲁豪德,118,0
kerorokjy,克罗罗基,118,0
kie (wylee2212),凯 (wylee2212),118,0
killer t (hataraku saibou),杀手 t (hataraku saibou),118,0
kim kwang hyun,金光铉,118,0
kimi no kokoro wa kagayaiteru kai?,kimi no kokoro wa kagayaiteru kai?,118,0
kirby super star,柯比超级明星,118,0
kirino souya,桐野草屋,118,0
kisei2,喜诚2,118,0
kiseijuu,喜生寿,118,0
kobo (cobo 0609),工房 (cobo 0609),118,0
kohanayuki,小花雪,118,0
konomori kanon,konomori kanon,118,0
koza game,koza 游戏,118,0
kujaku mai,kujaku 舞,118,0
kuon yashiro,久远八代,118,0
kurkoboltsi,库尔科博尔茨,118,0
kurohara yuu,黑原悠,118,0
le malin (mercredi at the secret base) (azur lane),le malin (秘密基地的 mercredi) (azur Lane),118,0
lrl (last origin),lrl（最后一个来源）,118,0
lucina (spring) (fire emblem),lucina (春天) (火徽),118,0
machine (nier),机（尼尔）,118,0
matsumoto yoriko,松本赖子,118,0
merry (diameri),快乐（diameri）,118,0
merxkialis,默克斯基亚利斯,118,0
minyom,敏勇,118,0
miyu (matsunohara),美优（松之原）,118,0
mizukami ryouma,水上龙马,118,0
mrkg (arsfatuus),mrkg (arsfatuus),118,0
muzzle brake,枪口制退器,118,0
najuco (naju0517),najuco (naju0517),118,0
nako (nonrain),nako (nonrain),118,0
neonfloyd,霓虹灯,118,0
noblesse (elsword),贵族（艾斯之剑）,118,0
notte,注意,118,0
nut (hardware),螺母（硬件）,118,0
nyatrix,尼亚特里克斯,118,0
object in panties,内裤中的物体,118,1
ochiai miyabi,落合宫,118,0
okajima rokuro,冈岛六郎,118,0
okamura nao,冈村直,118,0
okita souji alter (swimsuit saber) (fate),okita souji alter (swimsuit saber) (fate),118,0
orel cruise,奥廖尔邮轮,118,0
otomore (shashaki),otomore (shashaki),118,0
paladins,圣骑士,118,0
pantyhose under shorts,短裤下的连裤袜,118,0
paper cutout,剪纸,118,0
pedestal,基座,118,0
pentagon (shape),五边形（形状）,118,0
polygamy,一夫多妻制,118,0
ponpon (tosico),ponpon (托西科),118,0
portuguese text,葡萄牙语文本,118,0
project.c.k.,项目.ck,118,0
rai (sakuranbo sugar),莱（樱花糖）,118,0
raidon,雷顿,118,0
robina,罗宾娜,118,0
rose neru,玫瑰神经,118,0
runa (artist),鲁纳（艺术家）,118,0
rynzfrancis,伦茨弗朗西斯,118,0
ryuntack,ryuntack,118,0
saint tail,圣尾,118,0
sasaki fuuka,佐佐木风香,118,0
satsuma age,萨摩年龄,118,0
scary sex,可怕的性爱,118,1
scrafty,狡猾,118,0
sema (vivaviva 02),sema (vivaviva 02),118,0
senjou no electro girl,千条电少女118,118,0
shiitake taishi,香菇太石,118,0
shindol,新多尔,118,0
shindou kei (ef),新豆系 (ef),118,0
shiraori,白织,118,0
shopyun,店云,118,0
siddham,梵语,118,0
small stellated dodecahedron,小星形十二面体,118,0
splat bomb (splatoon),splat 炸弹 (splatoon),118,0
squirting liquid,喷出液体,118,1
squirting,喷出液体,118,1
starheart,星之心,118,0
sticky (stickysheep),粘性（粘羊）,118,0
suzuki rion,铃木里昂,118,0
taruhi,樽日,118,0
tashkent (the bound cruiser) (azur lane),塔什干（绑定巡洋舰）（蔚蓝航线）,118,0
tatata,塔塔塔,118,0
the king of fighters '97,拳皇'97,118,0
the promised time: silks & three riddles (umamusume),约定的时间：丝绸与三个谜语 (umamusume),118,0
toron (mino106),托龙 (mino106),118,0
tousaki umiko,堂崎海美子,118,0
trevo (trevoshere),特雷沃 (trevoshere),118,0
tribadism through clothes,透过衣服的部落主义,118,1
uchisaki himari,内崎姫万里,118,0
uchiuchi keyaki,内内榉木,118,0
utakata (azaka00),歌田 (azaka00),118,0
viper (valorant),毒蛇（勇敢）,118,0
warzard,战争,118,0
wasabi,芥末,118,0
weno's blonde original character,weno的金发原著角色,118,0
wolf (league of legends),狼（英雄联盟）,118,0
xian jian qi xia zhuan (series),仙剑奇侠传（系列）,118,0
xiao chichi,小池池,118,0
xiaomu,小木,118,0
yakka,夜叉,118,0
yamaha tsui,雅马哈咀,118,0
yamashiro kai ni (kancolle),山城改二 (kancolle),118,0
yomikawa aiho,读川爱保,118,0
yoshikawa hideaki,吉川秀明,118,0
yume kawaii,梦卡哇伊,118,0
yutarou,鱼太郎,118,0
yveltal,伊维尔塔尔,118,0
zenyatta (overwatch),禅雅塔（守望先锋）,118,0
.hack//games,.hack//游戏,117,0
7 calpis 7,7 卡尔皮斯 7,117,0
7zu7,7zu7,117,0
a hat in time,及时戴上帽子,117,0
abaratani kurou,原谷九郎,117,0
admiral graf spee (girl's sunday) (azur lane),Admiral graf spee (girl's sunday) (碧蓝航线),117,0
afterglow (bang dream!),余辉（爆炸梦！）,117,1
aiko (renkin san-kyuu magical pokaan),爱子 (renkin san-kyuu 魔法 pokaan),117,0
akai ringo (ookami-san),akai ringo (ookami-san),117,0
aki (akisora hiyori),aki (akisora hiyori),117,0
akiba hideki,秋叶秀117,117,0
alcremie (vanilla cream),alcremie（香草奶油）,117,0
aliceblue,爱丽丝蓝,117,0
amagi shino,天城筱,117,0
amakara surume,amakara surume,117,0
amitie (puyopuyo),阿米蒂 (puyopuyo),117,0
anbutter siruko,黄油西鲁科,117,0
ankh necklace,十字项链,117,0
arablue,阿拉伯蓝,117,0
archer (disgaea),弓箭手（disgaea）,117,0
armored core: for answer,装甲核心：回答,117,0
arrow (jojo),箭头 (jojo),117,0
arsene (persona 5),砷（角色 5）,117,0
ashino,芦野,117,0
asterozoa,星虫,117,0
atom,原子,117,0
avery (pokemon),艾弗里（口袋妖怪）,117,0
aya (lezon),绫 (lezon),117,0
aya roushi,绫肉食,117,0
baselard,卑鄙的,117,0
beiyi,北一117,117,0
bend,弯曲,117,0
berukko,别鲁科,117,0
bf 109,bf 109,117,0
bikini bottom aside,比基尼下装,117,0
black cat (series),黑猫（系列）,117,0
bokuto koutarou,北斗光太郎,117,0
bondson,邦森,117,0
bookstore,书店,117,0
bren lmg,布伦 lmg,117,0
caption,标题,117,0
card holster,卡套,117,0
caucasian,白种人,117,0
censored gesture,被审查的手势,117,0
cheetah (kemono friends),猎豹（kemono 朋友）,117,0
christmas tree costume,圣诞树服装,117,0
clothes rack,衣架,117,0
cocked hammer,翘起的锤子,117,0
comic megastore,漫画大卖场,117,0
custom maid 3d 2,定制女仆 3d 2,117,0
dartboard,飞镖,117,0
death flag,死亡旗帜,117,0
deep (deep4946),深 (deep4946),117,0
denden,登登,117,0
deviljho,魔鬼,117,0
dewprism,露棱镜,117,0
doughnut innertube,甜甜圈内胎,117,0
doumou,斗某,117,0
dracule mihawk,dracule 米霍克,117,0
dynamax,dynamax（精灵宝可梦机制）,117,0
edomae lunar,江户前月球,117,0
elbowing,用肘戳或攻击别人,117,0
elsevilla,艾斯维拉,117,0
emelie (cyancapsule),emelie（青色胶囊）,117,0
etotama,埃托塔马,117,0
faust (guilty gear),浮士德（罪恶装备）,117,0
fenrir (fenriluuu),芬里尔 (fenriluuu),117,0
fionn mac cumhaill (fate/grand order),fionn mac cumhaill（命运/大订单）,117,0
fiz (fizintine),菲兹（fizintine）,117,0
fujimaru ritsuka (female) (chaldea combat uniform),fujimaru ritsuka（女）（迦勒底作战服）,117,0
fujioka,藤冈,117,0
fukujima kiwi,福岛奇异果,117,0
funakura,船仓,117,0
fuurinkan high school uniform,风林馆高中制服,117,0
game boy color,游戏男孩颜色,117,0
giryu,吉留,117,0
gohpot,火锅,117,0
gomashio ponz,gomashio ponz,117,0
gond,贡德,117,0
gram 9,克 9,117,0
gramophone miku,留声机 miku,117,0
graviton beam emitter,引力子束发射器,117,0
green apple,青苹果,117,0
gu luco,古鲁柯,117,0
guvava,番石榴,117,0
gynoid talk,女性谈话,117,0
haccan,哈坎,117,0
hagetapo,哈格塔波,117,0
hanikami kanojo,hanikami kanojo,117,0
haraegushi,祓串,117,0
hashiri nio,哈希尼奥,117,0
hayase misa,早濑美沙,117,0
he-class light cruiser,he级轻巡洋舰,117,0
heart hands failure,心手衰竭,117,0
hentai (1985),无尽的 (1985),117,0
hibiki mio,响澪,117,0
himedanshi,喜欢百合的宅男,117,0
hiryuu kai ni (kancolle),hiryuu kai ni (kancolle),117,0
hoyon,霍永,117,0
hyonee,贤妮,117,0
ichi-jirushi,一印,117,0
ichidai taisa,第一大社,117,0
ichikawa kyoutarou,市川京太郎,117,0
ikoku meiro no croisee,ikoku meiro no croisee,117,0
ikuya koimori,ikuya 小森,117,0
ilya kuvshinov (style),伊利亚·库夫希诺夫（风格）,117,0
inoue seita,井上诚太,117,0
inubouzaki itsuki,犬房崎五月,117,0
irono (irtyu),铁罗 (irtyu),117,0
ishida umi,石田海,117,0
isla (plastic memories),isla（塑料记忆）,117,0
itsumizu,五水,117,0
iwanori,岩典,117,0
ja'far (magi),贾法尔（魔法师）,117,0
jazztaki,爵士乐,117,0
jurassic park,侏罗纪公园,117,0
justin leyva (steamy tomato),贾斯汀莱瓦（热气腾腾的番茄）,117,0
kakaon,卡考恩,117,0
kaleina (ricegnat),万花筒 (ricegnat),117,0
kamatama,镰刀,117,0
kamen rider gaim,假面骑士gaim,117,0
kami-sama no memo-chou,神大人的备忘录 117,117,0
kanameya,金屋,117,0
karin bluez3,卡琳·布鲁兹3,117,0
karuta (karuta01),卡鲁塔 (karuta01),117,0
kasuga souichi,春日总一,117,0
katsushika hokusai (third ascension) (fate),葛饰北斋（第三次飞升）（命运）,117,0
kawasaki tadataka,川崎忠孝,117,0
keshin (inazuma eleven),keshin（闪电十一人）,117,0
kirigami,剪纸,117,0
kiryuu michiru,桐生道留,117,0
koborii (amaburi),koborii (amaburi),117,0
kogasa-san's father,小笠先生的父亲,117,0
kokaki mumose,小柿无糖,117,0
kokouno oyazi,kokouno oyazi,117,0
kongari tokei,金加利时计,117,0
kono yuusha ga ore tueee kuse ni shinchou sugiru,河野 yuusha ga ore tueee kuse ni shincho sugiru,117,0
konohana lucia,木花露西亚,117,0
kosai takayuki,广西孝之,117,0
koshimizu ami,小清水 ami,117,0
kouenji sayuka,高圆寺sayuka,117,0
krenz,克伦茨,117,0
kubota masaki,久保田正崎,117,0
kufei,酷飞,117,0
kujou kazuya,九条和也,117,0
kurarin,库拉林,117,0
kuri choko,栗长子,117,0
kurumi (recycllamo),kurumi (recycllamo),117,0
kz nagomiya,kz 名古宫,117,0
lactating into cup,哺乳到杯子里,117,0
lobo (fate),路宝（命运）,117,0
luna (reclaimed land),luna（填海地）,117,0
maki ikazuya,真纪 ikazuya,117,0
maria (fire emblem),玛丽亚（火徽）,117,0
maria campbell,玛丽亚坎贝尔,117,0
martha (swimsuit ruler) (first ascension) (fate),玛莎（泳装统治者）（第一次升天）（命运）,117,0
maruku,丸久,117,0
marvelous sunday (umamusume),奇妙的星期天 (umamusume),117,0
masaki (celesta),正树 (celesta),117,0
matou byakuya,间桐白哉,117,0
matsusaka gyuu,松阪牛,117,0
meal,一顿饭,117,0
mejiro haruhiko,目白春彦,117,0
menea,梅内亚,117,0
mg34,mg34（少女前线）,117,0
miemia,咪咪咪,117,0
mikao (eanv5385),米考 (eanv5385),117,0
milk churn,牛奶搅动,117,0
misaka kaori,御坂香织,117,0
mitsuki felicia,三月费利西亚,117,0
mizuno sao,美津浓骚,117,0
mocha (naturefour),摩卡（naturefour）,117,0
motsuaki,motsuaki,117,0
murasame (senren),村雨（千人）,117,0
mushiking,蘑菇王,117,0
music s.t.a.r.t!!,音乐开始！！,117,0
n-mix,n 混合,117,0
na kyo,娜京,117,0
naked dogeza,裸体狗狗,117,1
narita top road (umamusume),成田大道(umamusume),117,0
natsu (sinker8c),夏 (sinker8c),117,0
natsuki (gedo),夏树（gedo）,117,0
neyuki rei,音月玲,117,0
ngayope,恩加约普,117,0
nikka (cryptomeria),nikka（密码子）,117,0
nishiki areku,锦areku,117,0
nvl,美国国家橄榄球联盟,117,0
o-ring dress,O 型圈连衣裙,117,0
ochazuke,茶冢,117,0
oinari-sama (kemono friends),oinari-sama (kemono 朋友),117,0
ominous shadow,不祥的阴影,117,0
onimaru gonpei,鬼丸权平,117,0
orimiya mai,折宫舞,117,0
otomeza ryuseigun,乙女座流星君,117,0
ozaki (tsukiko3),尾崎 (tsukiko3),117,0
pajamas challenge (meme),睡衣挑战（模因）,117,0
paru paru,帕鲁帕鲁,117,0
paul bunyan (third ascension) (fate),保罗·班扬（第三次扬升）（命运）,117,0
pauline (mario),波琳（马里奥）,117,0
persian,波斯语,117,0
pinoko (pnk623),皮诺科 (pnk623),117,0
pipidan,皮皮丹,117,0
pixiv fantasia 2,pixiv 幻想曲 2,117,0
plachta,普拉切塔,117,0
poko chin,poko下巴,117,0
potekite,波特克特,117,0
potemayo,波特马约,117,0
prehistoric animal,史前动物,117,0
prisma illya (cosplay),棱镜伊利亚（角色扮演）,117,0
prophecy (rakuichimonji),预言（落一文字）,117,0
pump (pumpqmuq),泵 (pumpqmuq),117,0
puti devil,普提魔鬼,117,0
q (control),q（控制）,117,0
raccoon hood,浣熊罩,117,0
rainbow skirt,彩虹裙,117,0
rapeseed blossoms,油菜花,117,0
raru (nanaharararu),拉鲁（nanaharararu）,117,0
red tabard,红色战袍,117,0
regigigas,雷吉加斯,117,0
reihou19,灵厚19,117,0
rio wezley,里约韦兹利,117,0
roang,罗昂,117,0
rui (dream c club),rui (dream c club),117,0
ryuno,龙野,117,0
sakaki shizuka,坂木静香,117,0
sakofu,佐工,117,0
sanuki (kyoudashya),赞岐（kyoudashya）,117,0
sara valestein,萨拉瓦莱斯坦,117,0
sasanoneko,sasanoneko,117,0
sawai natsuha,泽井夏叶,117,0
sawaya (mizukazu),泽也（水和）,117,0
sayousuke,小佑介,117,0
senyoku no sigrdrifa,Senyoku no sigrdrifa,117,0
sequins,亮片,117,0
sera (serappi),血清 (serappi),117,0
shaft,轴,117,0
shikniful,笨拙的,117,0
shikou sakugo (qqap9gt9k),四口作吾 (qqap9gt9k),117,0
shinjou hinaki,新城桧木,117,0
shino hajime,筱始,117,0
shisshou senkoku,食寿仙国,117,0
shizuka joestar,静香乔斯达,117,0
shuu-0208,shuu-0208,117,0
shy guy,害羞的家伙,117,0
sidarim,西达林,117,0
single-shoulder shirt,单肩衬衫,117,0
slowbro,慢哥,117,0
sonya (fire emblem),索尼娅（火徽）,117,0
sp0i0ppp,sp0i0ppp,117,0
spiral staircase,螺旋楼梯,117,0
sprue,浇口网格,117,0
stuffed dragon,毛绒龙,117,0
summoner (final fantasy),召唤师（最终幻想）,117,0
sun-3,太阳-3,117,0
sunkern,沉没,117,0
suou amane,苏阿马内,117,0
super orion (fate),超级猎户座（命运）,117,0
tabuchi (tabuchisanchi),田渊 (tabuchisanchi),117,0
takatsu keita,隆津启太,117,0
take (draghignazzo),采取 (draghignazzo),117,0
takeuchi aya,竹内绫117,117,0
takigawa yuu,泷川悠,117,0
talim,塔利姆,117,0
tamade chiyu,玉手chiyu,117,0
tamamo (mon-musu quest!),玉藻（mon-musu 任务！）,117,0
tanakara,田中,117,0
tenkuu no escaflowne,天空没有 escaflowne,117,0
tenzou crossunite,天藏十字团,117,0
terror (azur lane),恐怖（碧蓝航线）,117,0
the hunchback of notre dame,巴黎圣母院的驼背,117,0
timeskip,一张图中出现多个不同时间的场景,117,0
toaru kagaku no railgun s,toaru kagaku no railgun s,117,0
togo (korlsj1235),多哥 (korlsj1235),117,0
tokyo ravens,东京乌鸦,117,0
tom nook (animal crossing),汤姆努克（动物穿越）,117,0
tomiwo,托米沃,117,0
tongue tattoo,舌头纹身,117,0
too many rabbits,兔子太多,117,0
towel on one shoulder,单肩毛巾,117,0
tribute (tributism),贡品（贡品）,117,0
twilight (go! princess precure),暮光之城（去吧！公主precure）,117,0
type 97 chi-ha,97型智哈,117,0
type 99 dive bomber,99型俯冲轰炸机,117,0
ukan muri,乌坎穆里,117,0
umamusume: cinderella gray,umamusume：灰姑娘灰色,117,0
unya (unya-unya),unya (unya-unya),117,0
vatista,大地,117,0
venus flytrap,捕蝇草,117,0
vhs artifacts,vhs 文物,117,0
violetshit,紫罗兰色,117,0
vulcanus (disgaea 4),vulcanus (disgaea 4),117,0
wa2000 (date in the snow) (girls' frontline),wa2000（雪中约会）（少女前线）,117,0
watanabe kanako,渡边加奈子,117,0
white dog,白狗,117,0
white jabot,白色 jabot,117,0
xanax025,xanax025,117,0
yotsuboshi-imai,四岛今井,117,0
youshu ohepe,优舒ohepe,117,0
yui.h,yui.h,117,0
yuki miku (2010),由纪未来 (2010),117,0
zabel zarock,扎贝尔扎洛克,117,0
zepar,泽帕,117,0
zunta,尊塔,117,0
7001,7001,116,0
aang,昂,116,0
aiba uiha,aiba uiha,116,0
akatsuki hiro,晓宏,116,0
akiyama cz4a,秋山 cz4a,116,0
amamiya yuuko,天宫优子116,116,0
amasaki yusuke,天崎佑介,116,0
ame-san,阿美,116,0
amemiya sekira,雨宫关,116,0
applepie (12711019),苹果派 (12711019),116,0
aurica nestmile,aurica nestmile,116,0
barbie (franchise),芭比娃娃（特许经营）,116,0
bayleef,月桂叶,116,0
beige scarf,米色围巾,116,0
berserker (granblue fantasy),狂战士（碧蓝幻想）,116,0
beru,贝鲁,116,0
billy herrington,比利·赫林顿,116,0
bojji,博吉,116,0
boko (girls und panzer) (cosplay),boko (girls und panzer) (cosplay),116,0
calling,打电话,116,0
can to cheek,可以脸颊,116,0
cap'n cuttlefish,章鱼墨鱼,116,0
capybara-san,水豚山,116,0
cheryl (pokemon),谢丽尔（宠物小精灵）,116,0
chimachi,鸡町,116,0
cleft chin,下巴裂,116,0
cocoa (cafe-hotcocoa),可可（咖啡-热可可）,116,0
combee,康比,116,0
comiket 93,漫画 93,116,0
cp00,cp00,116,0
crying aqua (meme),哭泣的水（模因）,116,0
dddoochi1,dddoochi1,116,0
detective pikachu (character),侦探皮卡丘（角色）,116,0
diola (granblue fantasy),迪奥拉（碧蓝幻想）,116,0
dizi930,笛子930,116,0
edward geraldine,爱德华·杰拉尔丁,116,0
elephant ears,大象耳朵,116,0
etou kanami,江户神波,116,0
fartooth (arknights),远牙（方舟之夜）,116,0
feint721,佯攻721,116,0
flak jacket,防弹衣,116,0
floating screen,浮动屏幕,116,0
fred04142,弗雷德04142,116,0
furfur,毛皮,116,0
genshi,源氏,116,0
glass teapot,玻璃茶壶,116,0
gouma reifuden izuna,gouma reifden izuna,116,0
gullinbursti (housamo),gullinbursti (housamo),116,0
gyosone,优松素,116,0
h2o footprints in the sand,沙滩上的水足迹,116,0
hanada kirame,花田kirame,116,0
harino646,哈里诺646,116,0
haruna (kore wa zombie desu ka?),haruna (kore wa 僵尸 desu ka?),116,0
heiyan shenshi,黑岩神石,116,0
hentai kamen,无尽的假面,116,0
hijouguti,墨西哥卷饼,116,0
hinata yuu (atelierhinata),雏田悠 (atelierhinata),116,0
holding bow (ornament),持弓（饰品）,116,0
holding finger,握住手指,116,0
hoshara,霍沙拉,116,0
hun,匈奴,116,0
ikazuchi no senshi raidy,ikazuchi no senshi raidy,116,0
incense burner,香炉,116,0
inkblot,墨迹,116,0
inui nagi,犬凪,116,0
inumoto,犬本,116,0
irokari,伊罗卡里,116,0
iseya shiki,伊势谷式,116,0
itachi kanade,itachi kanade,116,0
itsumi (itumiyuo),五海 (itumiyuo),116,0
jack-o'-lantern ornament,南瓜灯装饰,116,0
javelin (spear),标枪（矛）,116,0
jilpoong17,日丰17,116,0
joey jones,乔伊·琼斯,116,0
jubei (blazblue),巨北（blazblue）,116,0
kaela kovalskia,凯拉·科瓦尔斯基亚,116,0
kaizeru,龟甲虫,116,0
kanade (kanadeya),kanade (kanadeya),116,0
kasuga yuuki,春日结城,116,0
kawanuma uotsuri,川沼 uotsuri,116,0
kikou souseiki mospeada,kikou souseiki mospeada,116,0
kimi ga shine,kimi ga闪耀,116,0
kitazawa (embers),北泽（余烬）,116,0
kobayashi yoshitaka,小林义孝,116,0
koguma (super cub),小熊（超级幼崽）,116,0
kouba,库巴,116,0
kumaori jun,熊织君,116,0
kuroda kunika,黑田国花,116,0
kyoku tou,极头,116,0
lace collar,蕾丝领,116,0
laevatein (fire emblem),laevatein（火徽）,116,0
lafiel,拉菲尔,116,0
lamia hygieia,lamia hygieia,116,0
lan mao akko,蓝猫阿可,116,0
lunch (lunchicken),午餐（午餐）,116,0
m60,m60,116,0
mamonomusume to no seikatsu ~ramia no baai~,mamonomusume to no seikatsu ~ramia no baai~,116,0
manectric,电动,116,0
melissabelle,梅丽莎贝尔,116,0
meshimase idol,meshimase 偶像,116,0
mikuni mizuki,三国水木,116,0
mk-5,MK-5,116,0
moe2016,moe2016（萌学大赛）,116,0
moko (moko/moko),莫科 (moko/moko),116,0
moriya suwako (cosplay),守谷诹访子（角色扮演）,116,0
mpien,面,116,0
muku (apupop),木库 (appop),116,0
multicolored cloak,五彩披风,116,0
mumumu (road),mumumu (路),116,0
nachi kai ni (kancolle),nachi kai ni (kancolle),116,0
natsu narumi,夏鸣海,116,0
nidaime (doronbo),nidaime (doronbo),116,0
niku (ni23ku),尼库 (ni23ku),116,0
nns146,nns146,116,0
nobamo pieruda,诺巴莫皮鲁达,116,0
noire (fire emblem),黑色（火徽）,116,0
norasame (dagako),norasame (dagako),116,0
oerba yun fang,欧尔巴云房,116,0
ohoho,哦哦哦,116,0
ohyo,哦,116,0
orange bandana,橙色头巾,116,0
oretachi ni tsubasa wa nai,oretachi ni tsubasa wa nai,116,0
oza osuwari,奥萨·奥苏瓦里,116,0
panzuban,潘祖班,116,0
pink seito,粉红色 seito,116,0
plains zebra (kemono friends),平原斑马 (kemono 朋友),116,0
ponta (velmar),蓬塔（维尔马尔）,116,0
portal 2,门户网站 2,116,0
pushcart,手推车,116,0
qiongsheng,琼生,116,0
ralsei,拉尔赛,116,0
rance 10,兰斯 10,116,0
re:zero kara hajimeru isekai seikatsu: lost in memories,re:zero kara hajimeru isekai seikatsu: 迷失在回忆中,116,0
rin (blue archive),rin（蓝色档案）,116,0
rock howard,摇滚霍华德,116,0
rodney (melagal),罗德尼（梅拉加尔）,116,0
romero (zombie land saga),罗梅罗（僵尸大陆传奇）,116,0
rourou ill,肉肉病了,116,0
sajou ayaka,佐条绫香,116,0
self-mutilation,自残,116,0
serving,服务中,116,0
setanta (fate),setanta (命运),116,0
shamisen (syami sen),三味线 (syami sen),116,0
sharpffffff,锋利的ffffff,116,0
shibata masahiro,柴田正宏,116,0
shimizu pem,清水pem,116,0
shion (no.6),紫苑（6号）,116,0
shiozaki yuji,盐崎雄二,116,0
shirosu,白须,116,0
snowcie,雪花,116,0
sorono,索罗诺,116,0
star balloon,星星气球,116,0
sweater removed,毛衣脱掉,116,0
takenoko no sato (food),竹子之里（食品）,116,0
takurowo,宅男,116,0
taniguchi,谷口,116,0
taowu (20809),淘武 (20809),116,0
teitan high school uniform,帝丹高中校服,116,0
temari rin,手鞠林,116,0
tenhiro naoto,直人天弘,116,0
tenoo12,tenoo12,116,0
terra battle,大地之战,116,0
the children,孩子们,116,0
the great ace attorney: adventures,伟大的王牌律师：冒险,116,0
tsunsuki (naobe009),tsusuki (naobe009),116,0
tunamayo (dsasd751),图纳马约 (dsasd751),116,0
uhyoko,宇冰子,116,0
xiangtu,象图,116,0
xiao rui rui,小睿睿,116,0
yakumo nanahara,八云七原,116,0
yoshizoe eiko,吉藏英子,116,0
yukiyanagi raki,雪柳 raki,116,0
yumekamaborosh,梦卡玛波罗什,116,0
yumi sayaka,早香由美,116,0
yupiteru,尤皮特鲁,116,0
yuuma (u-ma),yuuma (u-ma),116,0
40 (0f0urw),40 (0f0urw),115,0
;|,;|,115,0
african rock python (kemono friends),非洲岩蟒（kemono 朋友）,115,0
against table,对着桌子,115,0
agatsuma kaede,我妻枫,115,0
aikawa chiho,合川千穗,115,0
