en,cn,count,r18
zeus (inazuma eleven),宙斯（闪电十一人）,173,0
aida kensuke,相田健介,172,0
astarotte ygvar,阿斯塔洛特 ygvar,172,0
automail,自动邮件,172,0
ayame (0419),绫雨 (0419),172,0
ayame (gundam build divers),绫女（高达建造潜水员）,172,0
basketball court,篮球场,172,0
binayu,比纳尤,172,0
bird/binary,鸟/二进制,172,0
brushing own hair,自己梳头,172,0
cecilia (shiro seijo to kuro bokushi),cecilia (shiro seijo to kuro bokushi),172,0
cerestia of life,生命之冠,172,0
chrisandita,克里斯桑蒂塔,172,0
cure egret,治愈白鹭,172,0
cure grace,治愈恩典,172,0
drawn whiskers,画胡须,172,0
elle mel martha,艾尔梅尔玛莎,172,0
flick,轻弹,172,0
gakubuchi aiko,学渊爱子,172,0
high belt,高腰带,172,0
hirai yukio,平井由纪夫,172,0
holding petal,捧着花瓣,172,0
horrified,震惊/恐惧,172,0
ibuki maya,伊木玛雅,172,0
inishie kumo,冰雪云,172,0
ion (cation),离子（阳离子）,172,0
iwatobi high school uniform,岩飞高中校服,172,0
jack (slaintheva),杰克（slaintheva）,172,0
jingo,金戈,172,0
kaeranu kaeru,卡鲁努卡鲁,172,0
kanau,卡瑙,172,0
kanzarin,坎萨林,172,0
ki (adotadot),ki (adotadot),172,0
kihou no gotoku dmc,纪峰之豪 dmc,172,0
kirby and the forgotten land,柯比与被遗忘的土地,172,0
kobayakawa miyuki,小早川美雪,172,0
kumo desu ga nani ka?,kumo desu ga nani ka?,172,0
latex dress,乳胶连衣裙,172,0
lina (michihasu),莉娜 (michihasu),172,0
lunalu (granblue fantasy),lunalu（碧蓝幻想）,172,0
makishima azusa,牧岛梓,172,0
maru (sara duke),丸（萨拉公爵）,172,0
matryoshka doll,俄罗斯套娃,172,0
mayachi (amuriya),mayachi (amuriya),172,0
minami koharu,南小春,172,0
minazuki noumu,minazuki noumu,172,0
miniature,微缩模型,172,0
muginami,麦波（轮回的拉格朗日）,172,0
na tarapisu153,纳塔拉皮苏153,172,0
nose hook,鼻钩,172,0
okonomiyaki,什锦煎饼,172,0
osame,乌萨姆,172,0
otoki raku,大时乐,172,0
playstation 3,游戏机 3,172,0
pointing sword,指剑,172,0
pointing to the side,指着一边,172,0
pyonsuke (pyon2 mfg),pyonsuke (pyon2 mfg),172,0
ratna petit,小拉特纳,172,0
renetan,瑞坦,172,0
rowan,雪铃（Yuki Miku）,172,0
ryokucha michi,绿茶道,172,0
sakai (motomei),酒井（元明）,172,0
sakurada shiro,樱田四郎,172,0
sao satoru,小悟172,172,0
seicoh,精光,172,0
sekiyu (spartan),sekiyu (斯巴达),172,0
shuten douji (festival outfit) (fate),Shuten douji（节日服装）（命运）,172,0
skade,斯凯德,172,0
spilled milk,溢出的牛奶,172,0
sr-3mp (girls' frontline),sr-3mp（女子前线）,172,0
steve (minecraft),史蒂夫（我的世界）,172,0
straylight (idolmaster),迷光（偶像大师）,172,0
taiki (6240taiki),太极 (6240太极),172,0
tetris,俄罗斯方块,172,0
the legend of zelda: link's awakening,塞尔达传说：林克的觉醒,172,0
tommy (kingdukeee),汤米（国王公爵）,172,0
toxtricity,颤弦蝾螈（宝可梦）,172,0
ushinawareta mirai wo motomete,ushinawareta mirai wo motomete,172,0
wakaba sprout,若叶芽,172,0
wakamiya eve,若宫前夕,172,0
wara (warapro),瓦拉（warapro）,172,0
wireless earphones,无线耳机,172,0
yan wan,颜湾,172,0
yassy,亚西,172,0
yukinojou yakan,雪之城矢馆,172,0
yunuki uta,优树歌,172,0
yuuki nao,优纪直,172,0
zasha,扎莎,172,0
7gao,7高,171,0
abigail williams (swimsuit foreigner) (second ascension) (fate),abigail williams (泳装老外) (第二次提升) (命运),171,0
acryl,亚克力,171,0
akatsuki no goei,晓的合影,171,0
akb48,akb48,171,0
aku (dejigiga),aku (dejigiga),171,0
akujiki59,隼木59,171,0
alkemanubis,alkemanubis,171,0
amekosame,小雨,171,0
ao oni (onioni-aoi),青鬼 (ononi-aoi),171,0
apple hair ornament,苹果发饰,171,0
aquarian age,水瓶座时代,171,0
arancia,arancia,171,0
archer (fate) (cosplay),弓箭手（命运）（角色扮演）,171,0
asatsuki (fgfff),浅月 (fgff),171,0
assassin's creed ii,刺客信条 ii,171,0
athena glory,雅典娜荣耀,171,0
ayuayu (chisuke ayu),ayuayu (chisuke ayu),171,0
bakuman,爆满,171,0
behind ear,耳后,171,0
bellossom,美丽花（宝可梦）,171,0
bellows (suisei no gargantia),波纹管 (suisei no gargantia),171,0
belly rub,腹部按摩,171,0
big bad wolf,大灰狼,171,0
blind girl (popopoka),盲女 (popopoka),171,0
boca,博卡,171,0
bokuman,博库曼,171,0
bunny earrings,兔子耳环,171,0
capriccyo,任性,171,0
captain amari,阿玛丽船长,171,0
cardboard,纸板,171,0
chachi (azuzu),chachi (azuzu),171,0
chameleon tail,变色龙尾巴,171,0
chiba sadoru,千叶sadoru,171,0
crona (soul eater),克罗纳（食魂者）,171,0
crybringer,哭泣者,171,0
daiwa scarlet (trifle vacation) (umamusume),daiwa Scarlet (琐事假期) (umamusume),171,0
dalc rose,达尔克玫瑰,171,0
dark magician,黑魔法师,171,0
dawn (pokemon) (cosplay),黎明（口袋妖怪）（角色扮演）,171,0
dha,达,171,0
dog print,狗印,171,0
domon kasshu,多蒙卡舒,171,0
elven forest maker,精灵森林制造者,171,0
emia (castilla),血症（卡斯蒂利亚）,171,0
evo grim,埃沃严峻,171,0
fakemon,原创宝可梦,171,0
falin thorden,法林索登,171,0
fin funnels,翅片漏斗,171,0
first aid,急救,171,0
flaming halo,火焰光晕,171,0
fossil,化石,171,0
fukube tamaki,福部玉木,171,0
furukawa sanae,古川早苗,171,0
gashapon,扭蛋机,171,0
gesture request,手势请求,171,0
gneisenau (azur lane),格奈森瑙（碧蓝航线）,171,0
gofelem,戈弗莱姆,171,0
golbat,大嘴蝠（宝可梦）,171,0
gozz,戈兹,171,0
griffin & kryuger,格里芬和克鲁格,171,0
guilty gear x,有罪装备 x,171,0
happy meek (umamusume),快乐温顺（umamusume）,171,0
helmet over eyes,戴头盔,171,0
henrietta (gunslinger girl),亨丽埃塔（枪手女孩）,171,0
hermit crab,寄居蟹,171,0
hikari niji,光尼治,171,0
hjz (artemi),hjz（阿尔特米）,171,0
holding blanket,抱毯,171,0
holding jar,拿着罐子,171,0
hououji fuu,后宫风,171,0
ishikawa goemon xiii,石川五右卫门十三,171,0
issun,一寸（大神）,171,0
itsumo nokoru,itsumo nokoru,171,0
jaguar girl,捷豹女孩,171,0
k-pop,韩国流行音乐/k-pop,171,0
kagami taiga,镜大河,171,0
kaida michi,开田道,171,0
kamura (armor),kamura（盔甲）,171,0
kana (fire emblem),假名（火徽）,171,0
kanchou,千年杀,171,0
kashimashi,鹿岛市,171,0
kdm (ke dama),kdm (ke dama),171,0
kinsenka momi,金森卡妈妈,171,0
kiriha (tsugumomo),kiriha (tsugumomo),171,0
kisaragi yuri,如月尤里,171,0
kito koruta,喜多可如太,171,0
kokotetsu,心铁,171,0
kotobukiya bishoujo,寿屋美少女,171,0
kotomuke fuurin,琴木风林,171,0
kotoura-san,琴浦山,171,0
kuri giepi,kuri giepi,171,0
kurousagi yuu,黑鹭优,171,0
kusakabe yuuki (to heart 2),kusakabe yuuki (to heart 2),171,0
kuune rin,久云凛,171,0
lantern on liquid,液体灯笼,171,0
latex leotard,乳胶紧身衣,171,0
love lab,爱实验室,171,0
mac-10,MAC-10冲锋枪,171,0
manjoume jun,manjoume jun,171,0
martha (swimsuit ruler) (third ascension) (fate),玛莎（泳装统治者）（第三次提升）（命运）,171,0
mashue,马修,171,0
meerkat ears,猫鼬耳朵,171,0
midnight (boku no hero academia),午夜（boku no hero 学术界）,171,0
mishima kazuya,三岛和也,171,0
mitarashi dango,御手洗团子,171,0
mogskg,莫公斤,171,0
monk (final fantasy),和尚（最终幻想）,171,0
nagasawa tougo,长泽东乡,171,0
nagato yuki-chan no shoushitsu,长门由纪酱的少年171,171,0
najimi shin,najimi shin,171,0
nakagawa nana,中川奈奈,171,0
nibosi,尼波西,171,0
nier (young),尼尔（年轻）,171,0
noel (sora no method),诺埃尔（sora no method）,171,0
nokishita kumoemon,nokishita komoemon,171,0
norita,诺田,171,0
novcel,小说,171,0
nylon,尼龙,171,0
ochikobore fruit tart,ochikobore 水果馅饼,171,0
ogre (illustogre),食人魔 (illustogre),171,0
ogry ching,奥格里青,171,0
onigirya (nekomata okayu),饭团 (nekomata Okyu),171,0
orange sarong,橙色纱笼,171,0
order of the black knights uniform,黑骑士制服勋章,171,0
orz (kagewaka),orz (影若),171,0
ouri (aya pine),ouri (aya 松),171,0
outlaw star,不法之星,171,0
padparadscha (houseki no kuni),padparadscha (houseki no kuni),171,0
patty fleur,帕蒂芙蓉,171,0
pelvic curtain aside,骨盆帘,171,0
pink armor,粉色盔甲,171,0
pink wristband,粉色腕带,171,0
pokemon egg,宠物小精灵蛋,171,0
polka dot hair,波点头发,171,0
pon yui,蓬衣,171,0
poppy (poppykakaka),罂粟 (poppykakaka),171,0
princess ruto,公主鲁托,171,0
quality,质量,171,0
r0g0b0,r0g0b0,171,0
rags,破烂的衣服,171,0
rail wars!,铁路战争！,171,0
rainbow text,彩虹文字,171,0
resident evil 2 (remake),生化危机2（翻拍）,171,0
richard (ri39p),理查德 (ri39p),171,0
rose background,玫瑰背景,171,0
ruo (tariki hongan),ruo (tariki hongan),171,0
ruschuto,鲁舒托,171,0
sabo (one piece),萨博（一件）,171,0
sakura sora,樱花空,171,0
sandogasa,三度笠,171,0
sapphire (sapphire25252),蓝宝石 (sapphire25252),171,0
sato art,佐藤艺术,171,0
sazae-san,sazae-san,171,0
senano-yu,千野汤,171,0
serge (chrono cross),哔叽 (chrono cross),171,0
shampoo hat,洗发帽,171,0
shikabane itsuka,鹿羽五香,171,0
shirogane kei,白银系,171,0
shiroko (cycling) (blue archive),shiroko（自行车）（蓝色档案）,171,0
shirt under shirt,衬衫下的衬衫,171,0
slyvia,斯莱维亚,171,0
snatti,斯纳蒂,171,0
solru,索尔鲁,171,0
sophia esteed,索菲亚·埃斯蒂德,171,0
soyoong jun,小俊俊,171,0
spas-12,SPAS-12霰弹枪,171,0
spheal,海豹球（宝可梦）,171,0
star ocean integrity and faithlessness,星海诚信不忠,171,0
stellar loussier,恒星糟糕,171,0
stifled laugh,憋笑,171,0
story of eastern wonderland,东方仙境的故事,171,0
suicidal girl (hamsterfragment),有自杀倾向的女孩（仓鼠碎片）,171,0
suzunoki rin,铃木凛,171,0
t t,tt,171,0
takizawa asuka,泷泽明日香171,171,0
tank turret,坦克炮塔,171,0
tatapopo,塔塔波波,171,0
tekken 6,铁拳 6,171,0
thompson/center contender,汤普森/中锋竞争者,171,0
tokuura,德浦,171,0
torn sleeve,撕裂的袖子,171,0
torterra,土台龟（宝可梦）,171,0
touka (utawarerumono),touka (utawarerumono),171,0
toy airplane,玩具飞机,171,0
triela,崔耶拉（ 神枪少女）,171,0
tsuchikure,土库雷,171,0
tsuchimiya,土宫,171,0
ujikintoki tamaryu,人金时 tamaryu,171,0
uppi,上皮,171,0
vinland saga,文兰传奇,171,0
viperxtr,蝰蛇,171,0
wasabi (legemd),芥末（legemd）,171,0
watery eyes,水汪汪的眼睛,171,0
werkbau,工厂,171,0
white pajamas,白色睡衣,171,0
x-ray glasses,X 光眼镜,171,0
yamato junji,大和纯二,171,0
yoshiku (oden-usagi),yoshiku (oden-usagi),171,0
yurichtofen,尤里希托芬,171,0
yuzu (fruit),柚子（水果）,171,0
accordion,手风琴,170,0
akaiha (akaihasugk),赤羽 (akaihasugk),170,0
akane (bunny) (blue archive),茜（兔子）（蓝色档案）,170,0
akisaka yamoka,秋坂山冈,170,0
akizuki akina,秋月秋菜170,170,0
amamiya minato,天宫凑,170,0
animal request,动物请求,170,0
armored skirt,装甲裙,170,0
awa toka,阿波十花,170,0
bad aspect ratio,长宽比不好,170,0
bettle (b s a n),甲虫 (bsan),170,0
beyond the nobles (idolmaster),超越贵族（偶像大师）,170,0
bokota (bokobokota),博科塔 (bokobokota),170,0
buddha,佛陀,170,0
chin piercing,下巴穿孔,170,0
ciloranko,西洛兰科,170,0
cirno (cosplay),cirno (cosplay),170,0
cirno-nee,琪露诺（东方）,170,0
cross edge,横边,170,0
damage numbers,伤害数字,170,0
dark samus,黑暗萨姆斯,170,0
david liu,刘大卫,170,0
dokuro-kun (houshou marine),dokuro-kun (houshou Marine),170,0
dsr-50 (highest bid) (girls' frontline),dsr-50（最高出价）（少女前线）,170,0
duke of york (azur lane),约克公爵（碧蓝航线）,170,0
dusknoir,夜黑魔人（宝可梦）,170,0
eunectes (forgemaster) (arknights),eunectes (forgemaster) (方舟之夜),170,0
flat chest joke,平胸笑话,170,0
fletchling,小箭雀（宝可梦）,170,0
gothic wa mahou otome,哥特式 wa mahou 乙女,170,0
gundam 00 a wakening of the trailblazer,高达 00 开拓者的觉醒 170,170,0
hakugyokurou,白玉楼（东方project）,170,0
himehina channel,姬路频道,170,0
ibuki pon,ibuki pon,170,0
ilog,ilog,170,0
jackal tail,豺尾,170,0
jewel butt plug,宝石对接插头,170,1
juvia lockser,juvia 储物柜,170,0
kacyu,卡丘,170,0
kagome (traumatize),戈薇（创伤）,170,0
kansuke,勘助,170,0
kimi to boku no mirai,kimi to boku no mirai,170,0
kinagi yuu,木木悠,170,0
kirishima (aoki hagane no arpeggio),雾岛 (aoki hagane no arpeggio),170,0
kissing hair,亲吻头发,170,0
kouhai-chan (tawawa),kouhai-chan (tawawa),170,0
kourourin,库鲁林,170,0
kuriboh,栗子球（游戏王）,170,0
kuroki (ma-na-tu),黑木 (ma-na-tu),170,0
kuroneko no toorimichi,黑猫的通道,170,0
kurosu aroma,黑须香气,170,0
laby (elsword),实验室（艾斯之剑）,170,0
lgbt pride,lgbt 骄傲,170,0
mabanna,马班纳,170,0
madyy,麦迪,170,0
mass production eva,量产eva,170,0
matayoshi,又吉,170,0
matching shanghai,匹配上海,170,0
michiking,米奇金,170,0
mino tarou,美浓芋头,170,0
miso katsu,味噌炸猪排,170,0
miyata sou,宫田总170,170,0
morisawa haruyuki,森泽春雪,170,0
morisova,莫里索娃,170,0
multicolored pants,五彩裤,170,0
muramatsu sakura,村松樱花,170,0
nanananana,楠楠楠,170,0
naruse yuu,成濑悠,170,0
nekoboshi sakko,猫猫食子,170,0
nipple tassels,乳头流苏,170,1
noah (xenoblade),诺亚（异形之刃）,170,0
nukkoru,努科鲁,170,0
old man (guin guin),老人 (guin guin),170,0
onsoku no sonic,onsoku 没有音速,170,0
otaku room,宅男房间,170,0
padoru (meme),padoru（模因）,170,0
penis on stomach,阴茎放在肚子上,170,1
politician,政治家,170,0
rayvon,雷冯,170,0
reri,瑞丽,170,0
rumie,鲁米,170,0
rune knight (ragnarok online),符文骑士（仙境传说在线）,170,0
ryuji (red-truth),ryuji (red-truth),170,0
ryuushen,緑仙,170,0
sakura quest,樱花任务,170,0
salamander,蝾螈,170,0
salmon,鲑鱼,170,0
samoyed (dog),萨摩耶（狗）,170,0
saria (the law) (arknights),saria（法律）（方舟之夜）,170,0
sasago kaze,笹谷风,170,0
satyr,半羊人,170,0
sdf-1,SDF-1,170,0
seasons,季节,170,0
selkie (fire emblem),塞尔基（火徽）,170,0
sen no kiseki iii,千之轨迹 iii,170,0
shinobu (ninin ga shinobuden),忍（忍忍忍）,170,0
signo aaa,签名 aaa,170,0
snow white (mahoiku),白雪公主 (mahoiku),170,0
space yoko,太空洋子,170,0
spectral (series),光谱（系列）,170,0
sweet home,甜蜜的家,170,0
takoneru,塔科内鲁,170,0
tasogare otome x amnesia,tasogare 乙女 x 失忆症,170,0
teto (nausicaa),teto (nausicaa),170,0
unbuttoning,解开纽扣,170,0
yellowroom,黄室,170,0
yonaga san,与长山,170,0
yuuma (renkin san-kyuu magical pokaan),yuuma (renkin san-kyuu 魔法破案),170,0
yuzu-aki,柚子秋,170,0
zebstrika,雷电斑马（宝可梦）,170,0
zol,唑,170,0
by Alexey Kurbatov,阿列克谢·库尔巴托夫,170,0
by Edward Julius Detmold,爱德华·朱利叶斯·德莫尔德,170,0
by Francesca Woodman,弗朗西斯卡·伍德曼,170,0
by Rob Liefeld,罗布·莱菲尔德,170,0
by Albert Koetsier,阿尔伯特·科齐尔,170,0
by Zhang Kechun,张克春,170,0
by Darren Bacon,达伦·培根,170,0
by Randolph Caldecott,凯迪克,170,0
by Lady Pink,女士粉色,170,0
by Charles Schridde,查尔斯·施里德,170,0
by Bill Sienkiewicz,比尔·西恩凯维奇,170,0
by Giacomo Balla,巴拉,170,0
by Andreas Vesalius,安德烈亚斯·维萨留斯,170,0
by Ettore Tito,埃托雷·蒂托,170,0
by Naomi Okubo,大久保直美,170,0
1960s (style),1960 年代（风格）,169,0
aida rayhunton,艾达·雷亨顿,169,0
akihiyo,秋日,169,0
anabone,Anabone,169,0
anteater tail,食蚁兽尾巴,169,0
aosora kamiya,aosora 神谷,169,0
bencao gangmu,本草钢木,169,0
bob (you-u-kai),鲍勃 (you-u-kai),169,0
botan (yu yu hakusho),botan (yu yu hakusho),169,0
circussion,马戏团,169,0
colored condom,彩色避孕套,169,1
comic cover,漫画封面,169,0
common bottlenose dolphin (kemono friends),普通宽吻海豚（kemono 朋友）,169,0
concentrating,集中注意力,169,0
constanze amalie von braunschbank-albrechtsberger,康斯坦茨·阿玛莉·冯·布劳恩施银行-阿尔布雷希茨贝格,169,0
d.koutya,d.koutya,169,0
dragon nest,龙巢,169,0
emil castagnier,埃米尔·卡斯塔尼,169,0
face to pecs,面对胸肌,169,0
five-seven (gun),五七（枪）,169,0
formidable (timeless classics) (azur lane),令人敬畏的（永恒的经典）（碧蓝航线）,169,0
garden of the sun,太阳花园,169,0
gareth (fate),加雷斯（命运）,169,0
gekijouban hibike! euphonium,激城半自行车！次中音号,169,0
gift card,礼品卡,169,0
gleision adain,格莱西翁·阿丹,169,0
gobera,戈贝拉,169,0
gu li,古力,169,0
hamster costume,仓鼠服装,169,0
hatsuyume,初梦,169,0
hebitsukai,hebittsukai,169,0
hikasa tomoshika,比笠智香,169,0
holding cigar,拿着雪茄,169,0
holding headphones,拿着耳机,169,0
hrd,人力资源,169,0
i.takashi,i.takashi,169,0
illustrious (morning star of love and hope) (azur lane),杰出的（爱与希望的晨星）（碧蓝航线）,169,0
innovators (gundam 00),创新者（高达 00）,169,0
itsuwa,五和（魔法禁书目录）,169,0
kamen rider agito (series),假面骑士 agito (系列),169,0
kinmedai pink,金眉粉,169,0
kintaro,金太郎,169,0
kiriman (souldeep),基里曼（灵魂深处）,169,0
left-hand drive,左侧驾驶,169,0
limbus company,边缘公司,169,0
maboroshi no ginzuishou,maboroshi no ginzuishou,169,0
majin buu,魔人布欧,169,0
mantis girl,螳螂女,169,0
music stand,乐谱架,169,0
nacchan (ohisashiburi),nacchan (ohishashiburi),169,0
naka (cheeseyeast),纳卡（奶酪）,169,0
neruzou,neruzou,169,0
nonon (xenonbot),nonon (xenonbot),169,0
norakura (nr kura),norakura (nr kura),169,0
olchas,奥尔查斯,169,0
phantom brave,幻影勇者,169,0
potto,火锅,169,0
ryokushiki (midori-ya),绿敷（绿屋）,169,0
sainohikari,彩光,169,0
sakuya (p&d),sakuya (p&d),169,0
schezo wegey,舍佐韦格,169,0
senmu (senmudayo),千目 (senmudayo),169,0
shellder,大舌贝（宝可梦）,169,0
shiina kokomi,椎名kokomi,169,0
shining tears,闪亮的眼泪,169,0
shuten douji (fate) (cosplay),Shuten douji (fate) (cosplay),169,0
snow boots,雪地靴,169,0
sokrates (touhou),苏格拉底（东方）,169,0
spark (pokemon),火花（口袋妖怪）,169,0
star guardian lux,明星卫士勒克斯,169,0
suomi (midsummer pixie) (girls' frontline),suomi (仲夏小精灵) (少女前线),169,0
suzumi (fallxalice),suzumi (fallxalice),169,0
takayama toshiaki,高山俊明,169,0
tamamo no mae (sable mage) (fate),tamamo no mae (sable mage) (fate),169,0
tatsumiya kagari,tatsumiya kagari,169,0
teffish,teffish,169,0
tokio neo,东京新,169,0
tool belt,工具带,169,0
toriyama akira,鸟山明,169,0
tostantan,托斯坦坦,169,0
toy gun,玩具枪,169,0
umonebi,乌梅比,169,0
vanessa (kof),凡妮莎 (kof),169,0
vortex vanquisher (genshin impact),漩涡征服者（原神）,169,0
wakagi repa,wakagi repa,169,0
yamaguchi homupe,山口本平,169,0
yellow pajamas,黄色睡衣,169,0
yoshida iyo,吉田伊予,169,0
yue (show-ei),悦 (show-ei),169,0
2002,2002,168,0
aardwolf tail,土狼尾巴,168,0
agenasu,agenasu,168,0
alder (pokemon),桤木（口袋妖怪）,168,0
amity blight,友情枯萎,168,0
android 17,安卓 17,168,0
april,四月,168,0
arabian oryx (kemono friends),阿拉伯羚羊 (kemono 朋友),168,0
arm across chest,手臂交叉在胸前,168,0
ashiyama yoshinori,芦山义典,168,0
autofellatio,男性自我口交,168,1
bastard!!,混蛋！！,168,0
bobobo,波波波,168,0
butcherboy,屠夫,168,0
cenangam,珍南甘,168,0
chiwino,奇维诺,168,0
cinkai,亲开,168,0
clutching chest,捂着胸口,168,0
communism,共产主义,168,0
compa,康帕,168,0
cyber (cyber knight),网络（网络骑士）,168,0
cyberpunk 2077,赛博朋克 2077,168,0
d-frag!,d-frag!,168,0
desktop,桌面,168,0
elliemaplefox,elliemaplefox,168,0
falco lombardi,法尔科·伦巴第,168,0
frilled boots,褶边靴子,168,0
funeral,葬礼,168,0
giant robo,巨型机器人,168,0
haioku colonel,haioku上校,168,0
heavy machine gun,重机枪,168,0
honest axe,诚实的斧头,168,0
hosokawa kanako,细川加奈子,168,0
insect cage,昆虫笼,168,0
iosys,爱奥西,168,0
karabako,卡拉巴科,168,0
kashima (kancolle) (cosplay),鹿岛 (kancolle) (cosplay),168,0
katagiri himeko,片桐姬子,168,0
kintoki (sakura miko),金时（樱花巫女）,168,0
kisairo kaede,kisairo 枫,168,0
konno takashi,绀野隆,168,0
kud wafter,库德·沃夫特,168,0
kyan reki,kyan reki,168,0
leonat,狮子座,168,0
lordgenome,罗杰侬,168,0
lucio (overwatch),卢西奥（守望先锋）,168,0
luna lia,月神利亚,168,0
lunar tear,月泪,168,0
m37 (girls' frontline),m37（少女前线）,168,0
mafia,黑手党,168,0
mahou kyuuri,mahou kyuuri,168,0
margaret (persona),玛格丽特（角色）,168,0
marinesnow,海洋雪,168,0
mazinger z (mecha),mazinger z (机甲),168,0
mega man zx advent,洛克人 zx 降临,168,0
mermaid costume,美人鱼服装,168,0
meruccubus (merunyaa),meruccubus (merunyaa),168,0
midoriiro no shinzou,绿色的神造,168,0
mikage kirino,御影桐野,168,0
monkey mask,猴子面具,168,0
motteke! serafuku,莫特克！濑福,168,0
muse (amaburi),缪斯 (amaburi),168,0
natsumiya yuzu,夏宫柚子,168,0
nekobell,猫铃,168,0
organ derwald,器官德瓦尔德,168,0
original remodel (kantai collection),原始改造（kantai系列）,168,0
otama (atama ohanabatake),otama (atama ohanabatake),168,0
pantsing,扯下裤子,168,0
pitching,棒球投手,168,0
pot on head,头上的锅,168,0
pt imp group,pt 小鬼组,168,0
rain lan,雨兰,168,0
reammara,雷马拉,168,0
red star (toranecomet),红星 (toranecomet),168,0
rexlent,强烈的,168,0
rimuru tempest (slime),rimuru 暴风雨（史莱姆）,168,0
saijou haruki,西条春树168,168,0
sanaki kirsch altina,sanaki 樱桃酒 altina,168,0
sasaki makie,佐佐木莳绘,168,0
shaped pubic hair,异形阴毛,168,1
shiny luminous,闪亮发光,168,0
shirakawako,白河湖,168,0
shuz (dodidu),shuz (dodidu),168,0
spiritomb,花岩怪（宝可梦）,168,0
star!! (idolmaster),星星！！ (偶像大师),168,0
starry sky (game),星空（游戏）,168,0
sunflower seed,葵花籽,168,0
suzuki24,铃木24,168,0
takase kanan,高濑加南,168,0
tnt,TNT,168,0
tower of fantasy,幻想之塔,168,0
two-sided cloak,双面斗篷,168,0
ukata,形,168,0
umi monogatari,海物语,168,0
united kingdom,英国,168,0
usano mimi,宇野咪咪,168,0
vocaloid (lat-type ver),VOCALOID (lat-type ver),168,0
xayah,霞（英雄联盟）,168,0
yoropa,约罗巴,168,0
alphard (canaan),星宿 (迦南),167,0
amakura mio,天仓澪,167,0
ardbert (ff14),阿德伯特 (ff14),167,0
arita haruyuki,有田春雪,167,0
automatic giraffe,自动长颈鹿,167,0
azula,阿祖拉（降世神通：最后的气宗 ）,167,0
banjo-kazooie,班卓琴-卡祖伊,167,0
baru (val-val),巴鲁 (val-val),167,0
baymax,大白（超能陆战队）,167,0
bitchcraft123,婊子手艺123,167,0
c-ms (girls' frontline),c-ms（女孩前线）,167,0
chocolate covered,巧克力覆盖,167,0
cordelia glauca,科迪莉亚·格劳卡,167,0
credit card,信用卡,167,0
dp-12 (girls' frontline),dp-12（女孩前线）,167,0
drizzile,变涩蜥(宝可梦）,167,0
earplugs,耳塞,167,0
eiku,英库,167,0
elma leivonen,埃尔玛·莱沃宁,167,0
fatherly,父亲般的,167,0
furukawa itsuse,古河其用途,167,0
fuurin (omaemona),fuurin (omaemona),167,0
fuwa minato,福娃凑,167,0
gyari (imagesdawn),gyari（图像黎明）,167,0
gyuudon,牛丼,167,0
hide (hideout),隐藏（藏身处）,167,0
hisho collection,hisho 收藏,167,0
homunculus (artist),homunculus（艺术家）,167,0
hong meiling (cosplay),洪美玲 (cosplay),167,0
in locker,在储物柜中,167,0
iris (flower),鸢尾花（花）,167,0
jin young-in,金永仁,167,0
joseph joestar (tequila),约瑟夫·乔斯塔（龙舌兰酒）,167,0
kapuchii,kapuchii,167,0
kimi ga aruji de shitsuji ga ore de,kimi ga aruji de shitsuji ga ore de,167,0
kira-kira sensation!,基拉基拉的感觉！,167,0
kobi (piliheros2000),科比 (piliheros2000),167,0
kou (garakuta teikoku),kou (garakuta teikoku),167,0
kumamoto aichi,熊本爱知,167,0
kuroba kaito,黑羽快斗,167,0
mama (mama hiro),妈妈（妈妈宏）,167,0
married,已婚,167,0
mashimashi,mashimashi,167,0
matatabi maru,matatabi 丸,167,0
matsukura nemu,松仓心目,167,0
matsuo chizuru,松尾千鹤,167,0
may of doom,五月末日,167,0
metal slug attack,金属弹头攻击,167,0
mii (nintendo),mii（任天堂）,167,0
minerva (fire emblem),密涅瓦（火徽）,167,0
misakura nankotsu,美樱南口,167,0
nakamura kanko,中村观光,167,0
naked snake,裸蛇,167,1
nanabuluku,纳纳布卢库,167,0
narumiya (empty cafe),narumiya (空咖啡馆),167,0
natasha (sekai seifuku),娜塔莎 (sekai seifuku),167,0
nekoyashiki pushio,nekoyashiki pushio,167,0
neone,霓虹灯,167,0
neve,尼夫,167,0
octagram,八角星,167,0
open bag,开袋,167,0
optical illusion,视错觉,167,0
orangina,橘子,167,0
pansage,花椰猴（宝可梦）,167,0
parking lot,停车场,167,0
partially immersed,部分沉浸,167,0
pidove,豆豆鸽（宝可梦）,167,0
platinum (shimmering dew) (arknights),铂金（闪烁的露水）（arknights）,167,0
polka dot camisole,波点吊带背心,167,0
polteageist,怖思壶（宝可梦）,167,0
purple serafuku,紫色水手服,167,0
red ribbon army,红丝带军,167,0
red stone of aja,aja,167,0
ryokan,日式旅馆,167,0
saaya (kirome),saaya（基罗姆）,167,0
sakurea,樱花,167,0
sandbag,沙袋,167,0
sarhce,萨尔切,167,0
saruchitan,萨鲁奇坦,167,0
setra,塞特拉,167,0
shikano sumiaki,鹿野隅明,167,0
single letter,单个字母,167,0
sonshoukou,孫尚香(恋姫無双),167,0
sophie (howl no ugoku shiro),苏菲（嚎叫没有 ugoku shiro）,167,0
sunrise (company),日出（公司）,167,0
tahya,塔海亚,167,0
taimanin murasaki,taimanin murasaki,167,0
tamu (mad works),tamu（疯狂的作品）,167,0
