en,cn,count,r18
slowpoke,慢动作,314,0
sturm (granblue fantasy),风暴（碧蓝幻想）,314,0
takasugi shinsuke,高杉真介,314,0
takayama haruka,高山遥,314,0
tetsurou (fe+),铁郎 (fe+),314,0
uneg,未分类,314,0
akabane (zebrasmise),赤羽（斑马）,313,0
alexander (fate),亚历山大（命运）,313,0
bandaid on neck,脖子上的绷带,313,0
blazpu,布拉兹普,313,0
common dolphin (kemono friends),普通海豚 (kemono 朋友),313,0
cosaten,科萨腾,313,0
crt,阴极射线管,313,0
cum on floor,射 上 地板,313,1
dannex009,dannex009,313,0
death-sensei (mori calliope),死亡老师 (mori calliope),313,0
dos (james30226),多斯 (james30226),313,0
flat screen tv,平板电视,313,0
gold coin,金币,313,0
gunpod,枪吊舱（多安装于车上）,313,0
harumachi nagaaki,春町长明,313,0
hebitsukai-san,hebitskai-san,313,0
inuzumi masaki,犬沼正树,313,0
kashima yuu,鹿岛悠,313,0
koito yuu,小糸悠,313,0
marumoru,丸之丸,313,0
metal,金属,313,0
mikoko (kemomimi oukoku kokuei housou),巫女 (kemomimi oukoku kokuei housou),313,0
nagu,那古,313,0
nenobi (nenorium),nenobi (nenorium),313,0
ojisan to marshmallow,ojisan 到棉花糖,313,0
pandemonica (helltaker),pandemonica (地狱猎手),313,0
pija (pianiishimo),pija (pianiishimo),313,0
pokemon on lap,口袋妖怪圈,313,0
print pajamas,印花睡衣,313,0
prywinko,普里温科,313,0
soramuko,空木子,313,0
sorani (kaeru0768),索拉尼 (kaeru0768),313,0
super blackjack,超级二十一点,313,0
suu (monster musume),suu (怪物娘),313,0
tier harribel,哈里贝尔,313,0
xenoblade chronicles 2: torna - the golden country,异度之刃 2：托尔纳 - 黄金国度,313,0
yukian,玉健,313,0
zekrom,捷克罗姆,313,0
95-tan,95-棕褐色,312,0
black general,黑将军,312,0
book focus,书籍重点,312,0
cello,大提琴,312,0
fluorescent lamp,荧光灯,312,0
frieza,弗里萨,312,0
haruka (senran kagura),遥（闪乱神乐）,312,0
kajin (kajinman),kajin (kajinman),312,0
kodachi (kuroyuri shoukougun),kodachi (kuroyuri shoukougun),312,0
ko~cha,ko~cha,312,0
lieass,谎言,312,0
little witch nobeta,小魔女 nobeta,312,0
mashima shima,真岛岛,312,0
meteor,流星,312,0
no thank you!,不,312,0
nonowa,诺瓦,312,0
remodel (warship girls r),改造（军舰少女 r）,312,0
sakura taisen iii,樱花大战 iii,312,0
sakurame,樱花,312,0
sekaiju no meikyuu 2,世界树之命 2,312,0
shirogane hina,白银雏,312,0
songover,翻唱,312,0
suujiniku,suujiniku,312,0
topu,顶级,312,0
twilight sparkle,暮光闪闪,312,0
wario,瓦里奥,312,0
yoshida masaki,吉田正崎,312,0
you work you lose,你工作你输了,312,0
akaza,赤座,311,0
ancient princess menace,古代公主的威胁,311,0
checkered neckwear,格纹领带,311,0
druaga no tou,druaga no tou,311,0
erica (naze1940),埃丽卡 (naze1940),311,0
forest (4423),森林 (4423),311,0
gokuu (acoloredpencil),悟空（彩色铅笔）,311,0
green sweater vest,绿色毛衣背心,311,0
hakai shin,hakai shin,311,0
hole on body,身体上的孔,311,0
implied pregnancy,暗示怀孕,311,1
kagura mea,神乐mea,311,0
kem kem,凯姆凯姆,311,0
kisaragi zwei,如月zwei,311,0
koyashaka,小夜叉,311,0
kson,kson,311,0
living room,客厅,311,0
maett,马特,311,0
maribel (dq7),马里贝尔 (dq7),311,0
mass effect (series),质量效应（系列）,311,0
microsoft,微软,311,0
minccino,明奇诺,311,0
nikichen,尼基辰,311,0
pixiv fantasia 4,pixiv 幻想曲 4,311,0
plague doctor mask,瘟疫医生口罩,311,0
sayakata katsumi,早矢方胜美,311,0
squat toilet,蹲便器,311,0
steed (steed enterprise),steed（骏马企业）,311,0
tenten (naruto),天（火影忍者）,311,0
tokiwa midori (kyokutou funamushi),常盘绿 (kyokutou funamushi),311,0
valkyrie (apex legends),女武神（顶级传奇）,311,0
yamauchi noriyasu,山内则康,311,0
yen sign,日元符号,311,0
aka tawashi,又名 tawashi,310,0
anceril sacred,天使神圣,310,0
arsene lupin iii,羽扇豆三世,310,0
battle girl high school,战斗女子高中,310,0
bike jersey,骑行服,310,0
biyon,比昂,310,0
blue mary,蓝玛丽,310,0
brown hakama,棕色袴,310,0
cirno day,西诺日,310,0
citron 82,香橼 82,310,0
cum in cup,射在杯中,310,1
cymbals,钹（打击乐器）,310,0
daifuku (yukihana lamy),大福 (yukihana lamy),310,0
dark halo,暗晕,310,0
diyusi (cookie),diyusi (饼干),310,0
fire extinguisher,灭火器,310,0
flynn scifo,弗林科幻,310,0
horned mask,角面罩,310,0
inoshira,猪头,310,0
irohara,色原,310,0
irua,伊鲁阿,310,0
jeanne d'arc alter (avenger) (first ascension) (fate),jeanne d'arc alter (avenger) (first ascension) (fate),310,0
kai'sa,佳兆业,310,0
kamen rider 01 (series),假面骑士 01 (系列),310,0
kaoling,高岭,310,0
kujou danbo,九条丹宝,310,0
kuroemon,黑右卫门,310,0
last exile,最后一次流放,310,0
lime slice,青柠片,310,0
mahou shoujo lyrical nanoha the movie 2nd a's,mahou shoujo 抒情 nanoha 电影 2nd a's,310,0
megatron,威震天,310,0
melina (elden ring),梅丽娜 (elden 戒指),310,0
miyauchi renge,宫内莲格,310,0
new jersey (exhilarating steps!) (azur lane),新泽西州（令人振奋的步伐！）（蔚蓝泳道）,310,0
nihilego,nihilego,310,0
nochita shin,nochita shin,310,0
ogin (girls und panzer),奥金（少女与装甲）,310,0
ogros,食人魔,310,0
peke,北京,310,0
red bull,红牛,310,0
riliane lucifen d'autriche,riliane lucifen d'autriche,310,0
ruined for marriage,毁了婚姻,310,0
sabitsuki,鲭月,310,0
takayama sayoko,高山小夜子,310,0
ump40 (girls' frontline),ump40（少女前线）,310,0
walking away,走开,310,0
water balloon,水气球,310,0
yoye (pastel white),yoye（淡白）,310,0
by Robert Williams,罗伯特·威廉姆斯,310,0
by Diego Dayer,迭戈·戴耶,310,0
by Bob Eggleton,鲍勃·埃格尔顿,310,0
by Reylia Slaby,雷莉亚·斯莱比,310,0
by Eric Fischl,埃里克·费谢尔,310,0
by Bill Carman,比尔·卡曼,310,0
by Arthur Boyd,亚瑟·博伊德,310,0
akatsuki kai ni (kancolle),akatsuki kai ni (kancolle),309,0
bakery,面包店,309,0
big boss,大老板,309,0
cd case,cd盒,309,0
cliffheart (arknights),悬崖之心（方舟之夜）,309,0
felix argyle,菲利克斯·阿盖尔,309,0
franka (arknights),弗兰卡（方舟之夜）,309,0
goalkeeper,守门员,309,0
harukigenia,晴天,309,0
hero neisan,英雄 neisan,309,0
hokuto (scichil),北斗 (scichil),309,0
holding magnifying glass,拿着放大镜,309,0
holding mop,拿着拖把,309,0
ikari gendou,碇间堂,309,0
ikkyuu,一休,309,0
jester,小丑,309,0
leotard peek,紧身衣偷看,309,0
liquor,酒,309,0
mashayuki,正幸,309,0
mifune shioriko,三船志织子,309,0
murakami (girls und panzer),村上隆（少女与装甲）,309,0
necro (guilty gear),死灵（罪恶装备）,309,0
oosaka kanagawa,大坂神奈川,309,0
seren (staphy),宁静（葡萄球菌）,309,0
taishi (moriverine),太师 (moriverine),309,0
unyu,云游,309,0
yoshimoto (dear life),吉本（亲爱的生活）,309,0
zagreus (hades),zagreus（冥王）,309,0
anzu (o6v6o),安祖 (o6v6o),308,0
aoi manabu,葵学,308,0
arcane jinx,神秘的厄运,308,0
bekotarou,贝科太郎,308,0
big bad wolf (grimm),大灰狼（格林）,308,0
captain falcon,猎鹰船长,308,0
chidori kaname,千鸟要,308,0
core (mayomayo),核心（mayomayo）,308,0
ehrrr,呃,308,0
felix hugo fraldarius,费利克斯·雨果·弗拉达里乌斯,308,0
gengoroumaru (ambidextrous),gengoroumaru（灵巧）,308,0
hay,干草,308,0
hazuki natsu,叶月夏,308,0
horn (instrument),喇叭（乐器）,308,0
kaoruru (sakuno2911),薰 (sakuno2911),308,0
kippuru,基普鲁,308,0
kirara fantasia,kirara 幻想曲,308,0
kisaragi yuu (fallen sky),如月悠（堕落的天空）,308,0
krekkov,克雷科夫,308,0
light cruiser oni,轻巡洋舰鬼 308,308,0
lunacle,月饼,308,0
matchstick,火柴,308,0
me!me!me!,我！我！我！,308,0
mysta rias,神秘的 308,308,0
nanateru,七夜,308,0
oyatsu (mk2),大悦 (mk2),308,0
rakurakutei ramen,乐乐亭拉面,308,0
sekai saisoku no panda,sekai saisoku no panda,308,0
shennong (housamo),神农(housamo),308,0
shigure asa,时雨 asa,308,0
tales of eternia,永恒的故事,308,0
yasuda akira,安田晃,308,0
zaphn,杂色,308,0
aqua leotard,水色紧身衣,307,0
bad bcy id,坏 bcy id,307,0
call of duty,使命召唤,307,0
crown hair ornament,皇冠发饰,307,0
cyclone (reizei),旋风 (reizei),307,0
eonsang,恩桑,307,0
fighter (7th dragon),战斗机（第七龙）,307,0
hagakure tooru,hagakure toru,307,0
jakuri (ar tonelico),jakuri (ar tonelico),307,0
kawazoe tamaki,河造玉木,307,0
knifed,刀,307,0
koikawa minoru,小井川小307,307,0
kunihiro hajime,国弘 hajime,307,0
lucknight,幸运之夜,307,0
mejiro ardan (umamusume),mejiro ardan (umamusume),307,0
mishima hiroji,三岛弘治,307,0
moon phases,月相,307,0
ningen (ningen96),宁根 (ningen96),307,0
nozaki umetarou,野崎梅太郎,307,0
oz (genshin impact),盎司（原神）,307,0
peacock (skullgirls),孔雀 (skullgirls),307,0
raika9,莱卡9,307,0
rider-tan,少女骑士,307,0
saturn (planet),土星（行星）,307,0
sela (23),塞拉 (23),307,0
shikei,时计,307,0
single garter strap,单吊袜带,307,0
somechime (sometime1209),somechime (sometime1209),307,0
spike spiegel,秒杀明镜,307,0
spiked hairband,尖刺发带,307,0
target,目标,307,0
tategami aoi,立上葵,307,0
tsukahara hibiki,冢原响,307,0
yagi (ningen),八木（人间）,307,0
yepnean,是的,307,0
yu mei-ren (first ascension) (fate),于美人（第一次升天）（命运）,307,0
ada wong,艾达王,306,0
aestheticc-meme,审美模因,306,0
akiyama mizuki,秋山水树,306,0
alice: madness returns,爱丽丝：疯狂回归,306,0
amano pikamee,天野 pikamee,306,0
angel girl (shimmer),天使女孩（微光）,306,0
atg (wttoo0202),atg (wttoo0202),306,0
aya shachou,绫沙丑,306,0
bad arm,坏胳膊,306,0
coffee beans,咖啡豆,306,0
daimaou ruaeru,大毛ruaeru,306,0
dj,DJ,306,0
doko tetora,doko tetora,306,0
enrico pucci,恩里科·普奇,306,0
france,法国,306,0
fuji shinobu,富士忍,306,0
gag removed,消除了堵嘴,306,0
green tunic,绿色束腰外衣,306,0
growlithe,生长,306,0
hanato (seonoaiko),花户 (seonoaiko),306,0
hatsune (princess connect!),初音（公主连接！）,306,0
hatsuzuki 527,初月 527,306,0
hinahino,日野,306,0
holocouncil,全体会议,306,0
ichi (ichikai),ichi (ichikai),306,0
ikeda kazumi,池田和美,306,0
ilsa (granblue fantasy),伊尔莎（碧蓝幻想）,306,0
ips cells,IPS 细胞,306,0
jinrui wa suitai shimashita,jinrui wasuitai shimashita,306,0
kimishima ao,君岛ao,306,0
kino (m6t2a),进诺 (m6t2a),306,0
kuya (hey36253625),kuya (hey36253625),306,0
mabing,马屏,306,0
mage (ragnarok online),法师（仙境传说在线）,306,0
makkachin,马卡钦,306,0
matatabi (2ccp),matatabi (2ccp),306,0
midnight (banyex),午夜（银联）,306,0
miyao miya,宫 宫 306,306,0
mizuhara koyomi,水原孝美,306,0
mochizuki ryouji,望月良司,306,0
momose rio,momose rio,306,0
naked necktie,裸领带,306,1
nemu (nebusokugimi),nemu (nebusokugimi),306,0
new mask of hope,新的希望面具,306,0
ocarina,陶笛,306,0
orie (under night in-birth),orie（出生时的夜间）,306,0
piukute062,piukute062,306,0
poppy (league of legends),罂粟（英雄联盟）,306,0
puuakachan,普瓦卡尚,306,0
queen's blade grimoire,女王之刃魔典,306,0
ranpha franboise,兰法弗朗布瓦斯,306,0
razalor,剃须刀,306,0
razor,剃刀,306,0
riku (rikkuru),陆 (rikkuru),306,0
rinpoo chuan,仁浦川,306,0
sandalphon (granblue fantasy),sandalphon（碧蓝幻想）,306,0
sasa onigiri,筱饭团,306,0
senbon-zakura (vocaloid),千本樱 (vocaloid),306,0
senmu (0107),千目 (0107),306,0
servbot (mega man),servbot（巨人）,306,0
shauna (pokemon),肖纳（口袋妖怪）,306,0
short-sleeved sweater,短袖毛衣,306,0
shugao,舒皋,306,0
soba (saz),荞麦面 (saz),306,0
sorey (tales),sorey (故事),306,0
striped clothes,条纹衣服,306,0
tachikawa mimi,立川咪咪,306,0
takakura shouma,高仓正马,306,0
tetsujin momoko,铁人桃子,306,0
toad (mario),蟾蜍（马里奥）,306,0
tomoshibi hidekazu,智志英和,306,0
ugoira conversion,乌戈伊拉转换,306,0
usatarou,兔太郎,306,0
wan'yan aguda,万焱阿胶306,306,0
yaotome urushi,八乙女漆,306,0
yellow umbrella,黄色雨伞,306,0
yokoshima (euphoria),横岛（欣快）,306,0
arikawa satoru,有川悟,305,0
ephraim (fire emblem),以法莲（火徽）,305,0
fengmo,风墨,305,0
final fantasy ii,最终幻想 2,305,0
gar32,gar32,305,0
hyakuhachi (over3),百八（3岁以上）,305,0
ikuno dictus (umamusume),ikuno dictus (umamusume),305,0
inflatable dolphin,充气海豚,305,0
ishida akira,石田晃,305,0
kane-neko,金猫,305,0
karin (p&d),卡琳 (p&d),305,0
mameshiba,豆柴,305,0
mayura2002,马尤拉2002,305,0
melona,甜瓜,305,0
minea (dq4),minea (dq4),305,0
miyai sen,米亚森,305,0
muffin (sirumeria),松饼 (sirumeria),305,0
night elf (warcraft),暗夜精灵（魔兽）,305,0
orange coat,橙色外套,305,0
poniko,poniko,305,0
ponsuke (pon00000),ponsuke (pon00000),305,0
societte (granblue fantasy),兴业银行（碧蓝幻想）,305,0
swablu,斯瓦布卢,305,0
symmetra (overwatch),symmetra（守望先锋）,305,0
takorice,塔科里切,305,0
tennouboshi uzume,天王星 uzume,305,0
tomozero,tomozero,305,0
wheat field,麦田,305,0
yui toshiki,yui toshiki,305,0
zafira,赛飞利,305,0
andou mahoro,安藤麻幌,304,0
angel mort,天使 mort,304,0
apt,贴切,304,0
ariverkao,阿里沃考,304,0
beeswax (arknights),蜂蜡 (arknights),304,0
body pillow,身体枕头,304,0
broly (dragon ball z),布罗利（龙珠 Z）,304,0
chocomiru,chocomiru,304,0
dermar,真皮,304,0
draenei,德莱尼（魔兽世界）,304,0
female goblin,女妖精,304,0
futanari pov,futanari pov,304,0
giraffe horns,长颈鹿角,304,0
grey eyeshadow,灰色眼影,304,0
hanamiya natsuka,花宫夏香,304,0
holding briefcase,拿着公文包,304,0
i-47 (kancolle),i-47 (坎科尔),304,0
kanekiyo miwa,金清三轮,304,0
kurusugawa ayaka,来栖川绫香,304,0
lobster,龙虾,304,0
locomotive,机车,304,0
monobe yuri,单部百合,304,0
monster strike,怪物罢工,304,0
nekomusume (gegege no kitarou 5),nekomusume (gegege no kitarou 5),304,0
noah (tettsui-sole),诺亚 (tettsui-sole),304,0
persona dancing,角色跳舞,304,0
prinz heinrich (azur lane),海因里希亲王（碧蓝航线）,304,0
shake-o,摇-o,304,0
shirogane miyuki,白银美雪,304,0
t-elos,t-elos,304,0
tome of the night sky,夜空之书,304,0
tuna,金枪鱼,304,0
wattaro,瓦太郎,304,0
yuki (popopo),yuki (popopo),304,0
yukiu con,yukiu con,304,0
asahi breweries,朝日啤酒厂,303,0
azuma (azur lane),azuma（碧蓝航线）,303,0
blue jumpsuit,蓝色连身衣,303,0
bokutachi wa benkyou ga dekinai,bokutachi wa benkyou ga dekinai,303,0
canal,运河,303,0
charin,查林,303,0
clarevoir,克莱尔沃,303,0
coin rand,硬币兰特,303,0
crotch kick,胯部踢,303,0
dean,院长,303,0
diagonal-striped neckwear,斜条纹领带,303,0
dorsiflexion,向上翻脚趾,303,0
ech,ech,303,0
fbc,美国广播公司,303,0
front slit,前开衩,303,0
gununu,安娜的特写图像《草莓棉花糖》,303,0
haga yui,哈加衣,303,0
harbor,港口,303,0
ikurauni,伊库拉尼,303,0
kamille bidan,卡米尔·比丹,303,0
kos-mos ver. 4,科斯莫斯版4,303,0
kosshii (masa2243),kosshii (masa2243),303,0
marui koishi,丸井小石,303,0
mikasa (azur lane),三笠（碧蓝航线）,303,0
minazuki juuzou,minazuki juuzou,303,0
mitsudoue,光户上,303,0
monrooru,门罗鲁,303,0
myrrh (fire emblem),没药（火徽）,303,0
nishiuri,西柳,303,0
patterned legwear,图案裤袜,303,0
perseus (unfamiliar duties) (azur lane),perseus (不熟悉的职责) (azur Lane),303,0
piano print,钢琴印花,303,0
running track,跑道,303,0
sabamen,萨巴门,303,0
shiina noriko,椎名纪子,303,0
short braid,短辫子,303,0
slug,鼻涕虫,303,0
sneasel,斯内塞尔,303,0
sou (soutennkouchi),苏 (soutennkouchi),303,0
submission hold,提交保持,303,0
tapir ears,貘耳朵,303,0
tidsean,潮汐,303,0
tkgsize,吨公斤大小,303,0
too bad! it was just me! (meme),太糟糕了！只是我！ （模因）,303,0
trapped,被困,303,0
ttomm,ttomm,303,0
unhappy,不开心,303,0
vice-versa (skullgirls),反之亦然（骷髅女孩）,303,0
white garter belt,白色吊袜带,303,0
yamabuki saaya,山吹纱绫,303,0
yoon cook,尹厨师,303,0
25-ji night code de. (project sekai),25-ji 夜代码 de。 （项目世界）,302,0
atoshi,原子,302,0
brighid (xenoblade),brighid (xenoblade),302,0
character hair ornament,人物发饰,302,0
darkrai,暗雷,302,0
dreepy,令人毛骨悚然,302,0
ebido,埃比多,302,0
green armband,绿臂章,302,0
grim aloe,冷酷的芦荟,302,0
hololive fantasy,hololive 幻想,302,0
irelia,艾瑞利亚,302,0
kamia (not found),卡米亚（未找到）,302,0
knights of the round uniform,圆形骑士团制服,302,0
lord of vermilion,朱红之主,302,0
merry nightmare,快乐的噩梦,302,0
mole on shoulder,肩膀上有痣,302,0
nontraditional school swimsuit,非传统学校泳衣,302,0
noren,门帘,302,0
pako (pakosun),帕科（pakosun）,302,0
pen (medium),笔（中）,302,0
polka dot pillow,圆点枕头,302,0
red camisole,红色吊带背心,302,0
relay baton,接力棒,302,0
silence glaive,沉默之刃,302,0
suito,西装,302,0
thompson submachine gun,汤普森冲锋枪,302,0
underwear theft,内衣盗窃,302,1
volkner (pokemon),沃尔克纳（口袋妖怪）,302,0
yuuki (yuyuki000),优纪 (yuyuki000),302,0
zenkou,禅口,302,0
abbystea,阿比斯蒂亚,301,0
agarest senki (series),阿加雷斯特战记（系列）,301,0
amane ruri,天籁琉璃,301,0
aoki ume,青木梅,301,0
azki (hololive),azki (hololive),301,0
barcode scanner,条码扫描器,301,0
bonnie (pokemon),邦妮（宠物小精灵）,301,0
boxing,拳击,301,0
dark precure,深色预固化剂,301,0
diglett,迪格利特,301,0
ellen (touhou),艾伦（东方）,301,0
foodgasm,食物高潮（食物太好吃了）,301,0
frilled shawl,褶边披肩,301,0
fruit tree,果树,301,0
kamata yuuya,蒲田悠哉,301,0
kamen rider build (series),假面骑士build(系列),301,0
kanta (kanta 077),康塔 (康塔 077),301,0
koikatsu (medium),小胜（中）,301,0
kuragari,仓里,301,0
kurose kousuke,黑濑康介,301,0
lee-enfield (girls' frontline),lee-enfield（女子前线）,301,0
luxray,勒克斯瑞,301,0
maken-ki!,Maken-ki!,301,0
momo (higanbana and girl),momo (彼岸花和女孩),301,0
oberon (third ascension) (fate),oberon（第三次提升）（命运）,301,0
ogawa shou,小川守,301,0
pikmin (creature),皮克敏（生物）,301,0
prolapse,子宫脱垂,301,1
recursion,Droste效应。,301,0
ryota (ry o ta),ryota (ry o ta),301,0
sakura empire (emblem),樱花帝国（徽章）,301,0
shamare (arknights),shamare（方舟之夜）,301,0
shoshinsha mark,shoshinsha 标记,301,0
shuuko (s h uuko),shuuko (sh uuko),301,0
souza samonji,souza samonji,301,0
unconnected marketeers,无关的营销人员,301,0
vector (girls' frontline),矢量（女孩前线）,301,0
yakisoba,炒面,301,0
adjusting leotard,调整紧身衣,300,0
ae-3803,AE-3803,300,0
arceus,弧菌,300,0
arizuka (catacombe),有冢（地下墓穴）,300,0
ashe (league of legends),阿什（英雄联盟）,300,0
blue male underwear,蓝色男内裤,300,1
blueberry (5959),蓝莓 (5959),300,0
c.c. lemon,cc 柠檬,300,0
core,核心,300,0
cross (crossryou),交叉 (crossryou),300,0
dorontabi,多龙塔比,300,0
foaming at the mouth,口吐白沫,300,0
force-feeding,强制喂食,300,0
ganari ryuu,ganari ryuu,300,0
hinatsuki mikan,日月蜜柑,300,0
kadeart,卡迪尔,300,0
kikumaru bunta,菊丸文太,300,0
kuro (be ok),kuro（没关系）,300,0
kurumi (touhou),久留美（东方）,300,0
leopard boy,豹子男孩,300,0
memories off,记忆关闭,300,0
michelle (bang dream!),米歇尔（好梦！）,300,0
mine fujiko,我的藤子,300,0
mirror image,镜像,300,0
morizono shiki,森园式,300,0
music video,音乐视频,300,0
on box,在盒子上,300,0
persona 4 the golden,角色 4 黄金,300,0
pidgey,皮吉,300,0
shirahane nao,白羽直,300,0
silent hill 2,寂静岭 2,300,0
spiked gauntlets,尖刺手套,300,0
takanashi souta,高梨相太,300,0
take it home,带回家,300,0
uguisumaru,乌鬼丸,300,0
ushiromiya eva,饭宫eva,300,0
vertical comic,垂直漫画,300,0
wakfu,wakfu,300,0
wobbuffet,自助餐,300,0
wolf paws,狼爪,300,0
by Austin Osman Spare,Austin Osman备用,300,0
by Faith Ringgold,林格尔德,300,0
by Alan Parry,艾伦·帕里,300,0
by Oskar Kokoschka,奥斯卡·科柯施卡,300,0
by Scarlett Hooft Graafland,斯嘉丽·胡夫特·格拉夫兰,300,0
by Mary Anning,玛丽·安宁,300,0
by Anna and Elena Balbusso,安娜和Elena Balbusso,300,0
by Sydney Prior Hall,悉尼Prior Hall,300,0
by Nikolai Ge,尼古拉·格,300,0
by Aristarkh Lentulov,阿里斯塔赫·伦图洛夫,300,0
akane (blue archive),茜（蓝色档案）,299,0
akatsuki hijiri,晓希尻,299,0
animation paper,动画纸,299,0
breast contest,胸部比赛,299,1
canister,罐子,299,0
clueless,一头雾水,299,0
dengeki g's,电击g's,299,0
franky,坦率,299,0
hands on thighs,双手放在大腿上,299,0
in heat,在高温中,299,0
koshigaya komari,越谷小丸,299,0
leona (league of legends),leona（英雄联盟）,299,0
lightsource,光源,299,0
masha,玛莎,299,0
mashiro (rikuya),真白（六谷）,299,0
material-s,材料-s,299,0
meeko,米高,299,0
negahami,负滨,299,0
owari akane,尾张茜,299,0
plackart,小腹部的盔甲,299,0
re:shimashima,回复：岛岛,299,0
scizor,剪刀,299,0
senji (tegone spike),senji (tegone 穗),299,0
senran kagura new link,闪乱神乐新链接,299,0
shared blanket,共享毯子,299,0
swan,天鹅,299,0
takagi (tansuke),高木 (tansuke),299,0
torn thighhighs,破裂长筒袜,299,0
train station platform,火车站月台,299,0
urban,城市的,299,0
warlock (ragnarok online),术士（仙境传说在线）,299,0
wing brooch,翅膀胸针,299,0
against fence,对着栅栏,298,0
amedamacon,艾美麦肯,298,0
anti (0324),反 (0324),298,0
aqua skin,水色皮肤,298,0
arthropod boy,节肢动物男孩,298,0
ask (askzy),问 (askzy),298,0
ayase fuuka,绫濑风香,298,0
broken mirror,破镜子,298,0
butterfly ornament,蝴蝶饰品,298,0
chocolate chip cookie,巧克力曲奇,298,0
edward teach (fate),爱德华教（命运）,298,0
garland (decoration),花环（装饰）,298,0
ichininmae no lady,一人前没有女士,298,0
incoming drink,来酒,298,0
intertwined tails,交织的尾巴,298,0
juuban middle school uniform,十番中学制服,298,0
kamiya maneki,神谷招手,298,0
koshika rina,koshika 梨奈,298,0
m4 sherman,m4 谢尔曼,298,0
market,市场,298,0
nameless dagger (fate),无名匕首（命运）,298,0
night vision device,夜视仪,298,0
oda nobunaga (maou avenger) (fate),织田信长 (maou avenger) (fate),298,0
playing card theme,扑克牌主题,298,0
print footwear,印花鞋类,298,0
pyukumuku,pyukumuku,298,0
school of fish,鱼群,298,0
shalon,沙龙,298,0
shin'en (gyokuro company),shin'en (gyokuro公司),298,0
stone mask (jojo),石面具 (jojo),298,0
stop sign,停车标志,298,0
sunny (omori),阳光明媚（森）,298,0
super saiyan 4,超级赛亚人 4,298,0
touhou lost word,东方失语,298,0
yellow tail,黄尾,298,0
yuuyu (777),悠悠 (777),298,0
a6m zero,a6m 零,297,0
abigail williams (swimsuit foreigner) (first ascension) (fate),abigail williams（泳装外国人）（第一次升天）（命运）,297,0
akai sashimi,赤井生鱼片,297,0
ali baba saluja,阿里巴巴萨卢加,297,0
alicia (granblue fantasy),艾丽西亚（碧蓝幻想）,297,0
aozaki touko,青崎刀子,297,0
asahina mafuyu,朝比奈真冬,297,0
barbell,杠铃,297,0
beowulf (fate),贝奥武夫（命运）,297,0
berabou,贝拉布,297,0
blue tabard,蓝色战袍,297,0
cleopatra (fate),克娄巴特拉（命运）,297,0
crown removed,已移除牙冠,297,0
cuteg,可爱,297,0
deva battle suit,天神战斗服,297,0
egawa satsuki,江川小月,297,0
florence nightingale (fate) (cosplay),佛罗伦萨夜莺（命运）（角色扮演）,297,0
florence nightingale (trick or treatment) (fate) (cosplay),佛罗伦萨夜莺（不给糖就捣蛋）（命运）（角色扮演）,297,0
folks (nabokof),伙计们 (nabokof),297,0
gogeta,悟塔,297,0
grumpy nun (diva),脾气暴躁的修女 (diva),297,0
ham (points),火腿（点）,297,0
hirato (kancolle),平户 (kancolle),297,0
hoozuki (hoozuki no reitetsu),hoozuki (hoozuki no reitetsu),297,0
ichiren namiro,波一莲,297,0
kaigen 1025,改善 1025,297,0
kamen rider den-o (series),假面骑士电王 (系列),297,0
kim hyung tae,金亨泰,297,0
kiri futoshi,切里 futoshi,297,0
kuwashima rein,桑岛缰绳,297,0
mad hatter (alice in wonderland),疯帽子（爱丽丝梦游仙境）,297,0
mimino kurumi,三美野久留美,297,0
mirin chikuwa,味霖竹轮,297,0
no,不,297,0
okayado,好啊多,297,0
onigiri print,饭团打印,297,0
oshiki hitoshi,大木仁,297,0
ozen,欧兹,297,0
pac-man eyes,吃豆人的眼睛,297,0
pan-pa-ka-paaan!,pan-pa-ka-paaan！（爱宕 舰队collection）,297,0
project diva,项目女主角,297,0
quiz magic academy the world evolve,测验魔法学院世界进化,297,0
sacred heart,圣心,297,0
san diego (azur lane),圣地亚哥（碧蓝航线）,297,0
sariel (touhou),沙利尔（东方）,297,0
satomi (black scarecrow),satomi (黑色稻草人),297,0
severed arm,断臂,297,0
shihou (g-o-s),世厚(gos),297,0
shinekalta,辛卡尔塔,297,0
shiragiku hotaru,白菊萤,297,0
shirosuzu,白铃,297,0
shirt slip,衬衣,297,0
shoe removed,鞋子被移除,297,0
shoulder grab,肩抓,297,0
sonsaku hakufu,尊作白府,297,0
suguri,苏古里,297,0
suna (s73d),苏娜 (s73d),297,0
suspenders gap,吊带间隙,297,0
terakoya,寺子屋,297,0
the witcher 3,巫师 3,297,0
wakasa yuuri,若狭勇利,297,0
watarai keiji,渡井敬司,297,0
weidashming,威达明,297,0
xter,xter,297,0
yaomai,药麦,297,0
z/x,z/x,297,0
comic aun,漫画阿姨296,296,0
crisis core final fantasy vii,危机核心最终幻想vii,296,0
demi-chan wa kataritai,demi-chan wa kataritai,296,0
end of evangelion,新世纪福音战士的结局,296,0
flora (dq5),植物群 (dq5),296,0
fujieda uzuki,藤枝小月,296,0
hand on another's penis,把手放在别人的阴茎上,296,1
hitoribocchi no marumaru seikatsu,hitoribocchi no marumaru seikatsu,296,0
isedaichi ken,伊势田一健,296,0
ishimiso (ishimura),石矶 (石村),296,0
iws 2000 (girls' frontline),iws 2000（女子前线）,296,0
jonsun,琼顺,296,0
